Year_Month,Location,Card_type,Trip
2023-04,Honeysuckle Light Rail,Adult,1688
2023-04,Honeysuckle Light Rail,CTP,2564
2023-04,Honeysuckle Light Rail,Child/Youth,322
2023-04,Honeysuckle Light Rail,Concession,232
2023-04,Honeysuckle Light Rail,Employee,72
2023-04,Honeysuckle Light Rail,Free Travel,18
2023-04,Honeysuckle Light Rail,School Student,62
2023-04,Honeysuckle Light Rail,Senior/Pensioner,1846
2023-04,Honeysuckle Light Rail,Sgl Trip LR Adult,13
2023-04,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,5
2023-04,Newcastle Beach Light Rail,Adult,2621
2023-04,Newcastle Beach Light Rail,CTP,3973
2023-04,Newcastle Beach Light Rail,Child/Youth,604
2023-04,Newcastle Beach Light Rail,Concession,202
2023-04,Newcastle Beach Light Rail,Employee,48
2023-04,Newcastle Beach Light Rail,Free Travel,27
2023-04,Newcastle Beach Light Rail,School Student,30
2023-04,Newcastle Beach Light Rail,Senior/Pensioner,2570
2023-04,Newcastle Beach Light Rail,Sgl Trip LR Adult,35
2023-04,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,25
2023-04,Newcastle Interchange Light Rail,Adult,8055
2023-04,Newcastle Interchange Light Rail,CTP,10377
2023-04,Newcastle Interchange Light Rail,Child/Youth,1420
2023-04,Newcastle Interchange Light Rail,Concession,1372
2023-04,Newcastle Interchange Light Rail,Day Pass without SAF,2
2023-04,Newcastle Interchange Light Rail,Employee,219
2023-04,Newcastle Interchange Light Rail,Free Travel,86
2023-04,Newcastle Interchange Light Rail,School Student,84
2023-04,Newcastle Interchange Light Rail,Senior/Pensioner,5880
2023-04,Newcastle Interchange Light Rail,Sgl Trip LR Adult,67
2023-04,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,79
2023-04,Queens Wharf Light Rail,Adult,2750
2023-04,Queens Wharf Light Rail,CTP,3724
2023-04,Queens Wharf Light Rail,Child/Youth,642
2023-04,Queens Wharf Light Rail,Concession,232
2023-04,Queens Wharf Light Rail,Day Pass without SAF,1
2023-04,Queens Wharf Light Rail,Employee,73
2023-04,Queens Wharf Light Rail,Free Travel,49
2023-04,Queens Wharf Light Rail,School Student,46
2023-04,Queens Wharf Light Rail,Senior/Pensioner,3204
2023-04,Queens Wharf Light Rail,Sgl Trip LR Adult,20
2023-04,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,37
2023-05,Civic Light Rail,Adult,3821
2023-05,Civic Light Rail,CTP,5344
2023-05,Civic Light Rail,Child/Youth,378
2023-05,Civic Light Rail,Concession,2132
2023-05,Civic Light Rail,Employee,72
2023-05,Civic Light Rail,Free Travel,52
2023-05,Civic Light Rail,School Student,65
2023-05,Civic Light Rail,Senior/Pensioner,2322
2023-05,Civic Light Rail,Sgl Trip LR Adult,13
2023-05,Civic Light Rail,Sgl Trip LR Child/Youth,2
2023-05,Crown Street Light Rail,Adult,1579
2023-05,Crown Street Light Rail,CTP,2242
2023-05,Crown Street Light Rail,Child/Youth,78
2023-05,Crown Street Light Rail,Concession,144
2023-05,Crown Street Light Rail,Employee,38
2023-05,Crown Street Light Rail,Free Travel,21
2023-05,Crown Street Light Rail,School Student,20
2023-05,Crown Street Light Rail,Senior/Pensioner,1259
2023-05,Crown Street Light Rail,Sgl Trip LR Adult,15
2023-05,Crown Street Light Rail,Sgl Trip LR Child/Youth,6
2023-05,Honeysuckle Light Rail,Adult,1728
2023-05,Honeysuckle Light Rail,CTP,2987
2023-05,Honeysuckle Light Rail,Child/Youth,170
2023-05,Honeysuckle Light Rail,Concession,428
2023-05,Honeysuckle Light Rail,Employee,36
2023-05,Honeysuckle Light Rail,Free Travel,19
2023-05,Honeysuckle Light Rail,School Student,170
2023-05,Honeysuckle Light Rail,Senior/Pensioner,1989
2023-05,Honeysuckle Light Rail,Sgl Trip LR Adult,7
2023-05,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,4
2023-05,Newcastle Beach Light Rail,Adult,2282
2023-05,Newcastle Beach Light Rail,CTP,3397
2023-05,Newcastle Beach Light Rail,Child/Youth,181
2023-05,Newcastle Beach Light Rail,Concession,223
2023-05,Newcastle Beach Light Rail,Employee,24
2023-05,Newcastle Beach Light Rail,Free Travel,34
2023-05,Newcastle Beach Light Rail,School Student,114
2023-05,Newcastle Beach Light Rail,Senior/Pensioner,2615
2023-05,Newcastle Beach Light Rail,Sgl Trip LR Adult,29
2023-05,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,21
2023-05,Newcastle Interchange Light Rail,Adult,8289
2023-05,Newcastle Interchange Light Rail,CTP,10561
2023-05,Newcastle Interchange Light Rail,Child/Youth,675
2023-05,Newcastle Interchange Light Rail,Concession,2502
2023-05,Newcastle Interchange Light Rail,Day Pass without SAF,1
2023-05,Newcastle Interchange Light Rail,Employee,203
2023-05,Newcastle Interchange Light Rail,Free Travel,104
2023-05,Newcastle Interchange Light Rail,School Student,271
2023-05,Newcastle Interchange Light Rail,Senior/Pensioner,5987
2023-05,Newcastle Interchange Light Rail,Sgl Trip LR Adult,46
2023-05,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,37
2023-05,Queens Wharf Light Rail,Adult,2653
2023-05,Queens Wharf Light Rail,CTP,3415
2023-05,Queens Wharf Light Rail,Child/Youth,193
2023-05,Queens Wharf Light Rail,Concession,385
2023-05,Queens Wharf Light Rail,Employee,74
2023-05,Queens Wharf Light Rail,Free Travel,63
2023-05,Queens Wharf Light Rail,School Student,109
2023-05,Queens Wharf Light Rail,Senior/Pensioner,3387
2023-05,Queens Wharf Light Rail,Sgl Trip LR Adult,27
2023-05,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,16
2023-06,Civic Light Rail,Adult,3063
2023-06,Civic Light Rail,CTP,4203
2023-06,Civic Light Rail,Child/Youth,277
2023-06,Civic Light Rail,Concession,475
2023-06,Civic Light Rail,Day Pass without SAF,1
2023-06,Civic Light Rail,Employee,69
2023-06,Civic Light Rail,Free Travel,34
2023-06,Civic Light Rail,School Student,75
2023-06,Civic Light Rail,Senior/Pensioner,2061
2023-06,Civic Light Rail,Sgl Trip LR Adult,9
2023-06,Civic Light Rail,Sgl Trip LR Child/Youth,8
2023-06,Crown Street Light Rail,Adult,1299
2023-06,Crown Street Light Rail,CTP,2353
2023-06,Crown Street Light Rail,Child/Youth,76
2023-06,Crown Street Light Rail,Concession,135
2023-06,Crown Street Light Rail,Day Pass without SAF,1
2023-06,Crown Street Light Rail,Employee,37
2023-06,Crown Street Light Rail,Free Travel,15
2023-06,Crown Street Light Rail,School Student,7
2023-06,Crown Street Light Rail,Senior/Pensioner,1130
2023-06,Crown Street Light Rail,Sgl Trip LR Adult,12
2023-06,Crown Street Light Rail,Sgl Trip LR Child/Youth,8
2023-06,Honeysuckle Light Rail,Adult,1640
2023-06,Honeysuckle Light Rail,CTP,2763
2023-06,Honeysuckle Light Rail,Child/Youth,164
2023-06,Honeysuckle Light Rail,Concession,257
2023-06,Honeysuckle Light Rail,Day Pass without SAF,1
2023-06,Honeysuckle Light Rail,Employee,47
2023-06,Honeysuckle Light Rail,Free Travel,27
2023-06,Honeysuckle Light Rail,School Student,138
2023-06,Honeysuckle Light Rail,Senior/Pensioner,1813
2023-06,Honeysuckle Light Rail,Sgl Trip LR Adult,14
2023-06,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,5
2023-06,Newcastle Beach Light Rail,Adult,2145
2023-06,Newcastle Beach Light Rail,CTP,3228
2023-06,Newcastle Beach Light Rail,Child/Youth,268
2023-06,Newcastle Beach Light Rail,Concession,157
2023-06,Newcastle Beach Light Rail,Employee,32
2023-06,Newcastle Beach Light Rail,Free Travel,31
2023-06,Newcastle Beach Light Rail,School Student,98
2023-06,Newcastle Beach Light Rail,Senior/Pensioner,2330
2023-06,Newcastle Beach Light Rail,Sgl Trip LR Adult,16
2023-06,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,5
2023-06,Newcastle Interchange Light Rail,Adult,7365
2023-06,Newcastle Interchange Light Rail,CTP,9284
2023-06,Newcastle Interchange Light Rail,Child/Youth,715
2023-06,Newcastle Interchange Light Rail,Concession,879
2023-06,Newcastle Interchange Light Rail,Day Pass without SAF,1
2023-06,Newcastle Interchange Light Rail,Employee,184
2023-06,Newcastle Interchange Light Rail,Free Travel,89
2023-06,Newcastle Interchange Light Rail,School Student,252
2023-06,Newcastle Interchange Light Rail,Senior/Pensioner,5493
2023-06,Newcastle Interchange Light Rail,Sgl Trip LR Adult,49
2023-06,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,36
2023-06,Queens Wharf Light Rail,Adult,2508
2023-06,Queens Wharf Light Rail,CTP,3312
2023-06,Queens Wharf Light Rail,Child/Youth,299
2023-06,Queens Wharf Light Rail,Concession,228
2023-06,Queens Wharf Light Rail,Employee,58
2023-06,Queens Wharf Light Rail,Free Travel,66
2023-06,Queens Wharf Light Rail,School Student,113
2023-06,Queens Wharf Light Rail,Senior/Pensioner,3125
2023-06,Queens Wharf Light Rail,Sgl Trip LR Adult,10
2023-06,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,6
2023-07,Civic Light Rail,Adult,3743
2023-07,Civic Light Rail,CTP,4944
2023-07,Civic Light Rail,Child/Youth,782
2023-07,Civic Light Rail,Concession,1183
2023-07,Civic Light Rail,Employee,73
2023-07,Civic Light Rail,Free Travel,46
2023-07,Civic Light Rail,School Student,29
2023-07,Civic Light Rail,Senior/Pensioner,2525
2023-07,Civic Light Rail,Sgl Trip LR Adult,31
2023-07,Civic Light Rail,Sgl Trip LR Child/Youth,32
2023-07,Crown Street Light Rail,Adult,1447
2023-07,Crown Street Light Rail,CTP,2363
2023-07,Crown Street Light Rail,Child/Youth,243
2023-07,Crown Street Light Rail,Concession,120
2023-07,Crown Street Light Rail,Employee,45
2023-07,Crown Street Light Rail,Free Travel,26
2023-07,Crown Street Light Rail,School Student,12
2023-07,Crown Street Light Rail,Senior/Pensioner,1269
2023-07,Crown Street Light Rail,Sgl Trip LR Adult,16
2023-07,Crown Street Light Rail,Sgl Trip LR Child/Youth,8
2023-07,Honeysuckle Light Rail,Adult,1838
2023-07,Honeysuckle Light Rail,CTP,2949
2023-07,Honeysuckle Light Rail,Child/Youth,397
2023-07,Honeysuckle Light Rail,Concession,295
2023-07,Honeysuckle Light Rail,Day Pass without SAF,1
2023-07,Honeysuckle Light Rail,Employee,65
2023-07,Honeysuckle Light Rail,Free Travel,19
2023-07,Honeysuckle Light Rail,School Student,78
2023-07,Honeysuckle Light Rail,Senior/Pensioner,1887
2023-07,Honeysuckle Light Rail,Sgl Trip LR Adult,12
2023-07,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,10
2023-07,Newcastle Beach Light Rail,Adult,2647
2023-07,Newcastle Beach Light Rail,CTP,3847
2023-07,Newcastle Beach Light Rail,Child/Youth,716
2023-07,Newcastle Beach Light Rail,Concession,195
2023-07,Newcastle Beach Light Rail,Employee,30
2023-07,Newcastle Beach Light Rail,Free Travel,41
2023-07,Newcastle Beach Light Rail,School Student,44
2023-07,Newcastle Beach Light Rail,Senior/Pensioner,2756
2023-07,Newcastle Beach Light Rail,Sgl Trip LR Adult,26
2023-07,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,29
2023-07,Newcastle Interchange Light Rail,Adult,8536
2023-07,Newcastle Interchange Light Rail,CTP,10191
2023-07,Newcastle Interchange Light Rail,Child/Youth,1527
2023-07,Newcastle Interchange Light Rail,Concession,1556
2023-07,Newcastle Interchange Light Rail,Day Pass without SAF,2
2023-07,Newcastle Interchange Light Rail,Employee,195
2023-07,Newcastle Interchange Light Rail,Free Travel,78
2023-07,Newcastle Interchange Light Rail,School Student,151
2023-07,Newcastle Interchange Light Rail,Senior/Pensioner,6145
2023-07,Newcastle Interchange Light Rail,Sgl Trip LR Adult,70
2023-07,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,75
2023-07,Queens Wharf Light Rail,Adult,2892
2023-07,Queens Wharf Light Rail,CTP,3800
2023-07,Queens Wharf Light Rail,Child/Youth,830
2023-07,Queens Wharf Light Rail,Concession,327
2023-07,Queens Wharf Light Rail,Day Pass without SAF,3
2023-07,Queens Wharf Light Rail,Employee,63
2023-07,Queens Wharf Light Rail,Free Travel,56
2023-07,Queens Wharf Light Rail,School Student,62
2023-07,Queens Wharf Light Rail,Senior/Pensioner,3301
2023-07,Queens Wharf Light Rail,Sgl Trip LR Adult,13
2023-07,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,40
2023-08,Civic Light Rail,Adult,3846
2023-08,Civic Light Rail,CTP,5529
2023-08,Civic Light Rail,Child/Youth,395
2023-08,Civic Light Rail,Concession,2001
2023-08,Civic Light Rail,Day Pass without SAF,1
2023-08,Civic Light Rail,Employee,80
2023-08,Civic Light Rail,Free Travel,49
2023-08,Civic Light Rail,School Student,65
2023-08,Civic Light Rail,Senior/Pensioner,2392
2023-08,Civic Light Rail,Sgl Trip LR Adult,5
2023-08,Civic Light Rail,Sgl Trip LR Child/Youth,7
2023-08,Crown Street Light Rail,Adult,1368
2023-08,Crown Street Light Rail,CTP,2309
2023-08,Crown Street Light Rail,Child/Youth,61
2023-08,Crown Street Light Rail,Concession,136
2023-08,Crown Street Light Rail,Day Pass without SAF,2
2023-08,Crown Street Light Rail,Employee,48
2023-08,Crown Street Light Rail,Free Travel,28
2023-08,Crown Street Light Rail,School Student,24
2023-08,Crown Street Light Rail,Senior/Pensioner,1177
2023-08,Crown Street Light Rail,Sgl Trip LR Adult,10
2023-08,Crown Street Light Rail,Sgl Trip LR Child/Youth,3
2023-08,Honeysuckle Light Rail,Adult,1949
2023-08,Honeysuckle Light Rail,CTP,3153
2023-08,Honeysuckle Light Rail,Child/Youth,188
2023-08,Honeysuckle Light Rail,Concession,469
2023-08,Honeysuckle Light Rail,Day Pass without SAF,3
2023-08,Honeysuckle Light Rail,Employee,96
2023-08,Honeysuckle Light Rail,Free Travel,33
2023-08,Honeysuckle Light Rail,School Student,255
2023-08,Honeysuckle Light Rail,Senior/Pensioner,1908
2023-08,Honeysuckle Light Rail,Sgl Trip LR Adult,3
2023-08,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,2
2023-08,Newcastle Beach Light Rail,Adult,2374
2023-08,Newcastle Beach Light Rail,CTP,3546
2023-08,Newcastle Beach Light Rail,Child/Youth,309
2023-08,Newcastle Beach Light Rail,Concession,169
2023-08,Newcastle Beach Light Rail,Day Pass without SAF,1
2023-08,Newcastle Beach Light Rail,Employee,36
2023-08,Newcastle Beach Light Rail,Free Travel,40
2023-08,Newcastle Beach Light Rail,School Student,74
2023-08,Newcastle Beach Light Rail,Senior/Pensioner,2591
2023-08,Newcastle Beach Light Rail,Sgl Trip LR Adult,12
2023-08,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,4
2023-08,Newcastle Interchange Light Rail,Adult,8429
2023-08,Newcastle Interchange Light Rail,CTP,10612
2023-08,Newcastle Interchange Light Rail,Child/Youth,660
2023-08,Newcastle Interchange Light Rail,Concession,2477
2023-08,Newcastle Interchange Light Rail,Employee,206
2023-08,Newcastle Interchange Light Rail,Free Travel,83
2023-08,Newcastle Interchange Light Rail,School Student,362
2023-08,Newcastle Interchange Light Rail,Senior/Pensioner,6037
2023-08,Newcastle Interchange Light Rail,Sgl Trip LR Adult,34
2023-08,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,28
2023-08,Queens Wharf Light Rail,Adult,2693
2023-08,Queens Wharf Light Rail,CTP,3631
2023-08,Queens Wharf Light Rail,Child/Youth,292
2023-08,Queens Wharf Light Rail,Concession,435
2023-08,Queens Wharf Light Rail,Employee,54
2023-08,Queens Wharf Light Rail,Free Travel,48
2023-08,Queens Wharf Light Rail,School Student,146
2023-08,Queens Wharf Light Rail,Senior/Pensioner,3498
2023-08,Queens Wharf Light Rail,Sgl Trip LR Adult,9
2023-08,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,6
2023-09,Civic Light Rail,Adult,3699
2023-09,Civic Light Rail,CTP,5413
2023-09,Civic Light Rail,Child/Youth,533
2023-09,Civic Light Rail,Concession,1372
2023-09,Civic Light Rail,Employee,78
2023-09,Civic Light Rail,Free Travel,55
2023-09,Civic Light Rail,School Student,50
2023-09,Civic Light Rail,Senior/Pensioner,2366
2023-09,Civic Light Rail,Sgl Trip LR Adult,21
2023-09,Civic Light Rail,Sgl Trip LR Child/Youth,20
2023-09,Crown Street Light Rail,Adult,1511
2023-09,Crown Street Light Rail,CTP,2655
2023-09,Crown Street Light Rail,Child/Youth,244
2023-09,Crown Street Light Rail,Concession,113
2023-09,Crown Street Light Rail,Employee,42
2023-09,Crown Street Light Rail,Free Travel,27
2023-09,Crown Street Light Rail,School Student,17
2023-09,Crown Street Light Rail,Senior/Pensioner,1274
2023-09,Crown Street Light Rail,Sgl Trip LR Adult,2
2023-09,Crown Street Light Rail,Sgl Trip LR Child/Youth,2
2023-09,Honeysuckle Light Rail,Adult,1900
2023-09,Honeysuckle Light Rail,CTP,3421
2023-09,Honeysuckle Light Rail,Child/Youth,355
2023-09,Honeysuckle Light Rail,Concession,331
2023-09,Honeysuckle Light Rail,Day Pass without SAF,1
2023-09,Honeysuckle Light Rail,Employee,72
2023-09,Honeysuckle Light Rail,Free Travel,31
2023-09,Honeysuckle Light Rail,School Student,130
2023-09,Honeysuckle Light Rail,Senior/Pensioner,1987
2023-09,Honeysuckle Light Rail,Sgl Trip LR Adult,17
2023-09,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,12
2023-09,Newcastle Beach Light Rail,Adult,2682
2023-09,Newcastle Beach Light Rail,CTP,4612
2023-09,Newcastle Beach Light Rail,Child/Youth,677
2023-09,Newcastle Beach Light Rail,Concession,223
2023-09,Newcastle Beach Light Rail,Employee,56
2023-09,Newcastle Beach Light Rail,Free Travel,40
2023-09,Newcastle Beach Light Rail,School Student,58
2023-09,Newcastle Beach Light Rail,Senior/Pensioner,2857
2023-09,Newcastle Beach Light Rail,Sgl Trip LR Adult,17
2023-09,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,23
2023-09,Newcastle Interchange Light Rail,Adult,8677
2023-09,Newcastle Interchange Light Rail,CTP,11339
2023-09,Newcastle Interchange Light Rail,Child/Youth,1527
2023-09,Newcastle Interchange Light Rail,Concession,1792
2023-09,Newcastle Interchange Light Rail,Day Pass without SAF,1
2023-09,Newcastle Interchange Light Rail,Employee,214
2023-09,Newcastle Interchange Light Rail,Free Travel,100
2023-09,Newcastle Interchange Light Rail,School Student,259
2023-09,Newcastle Interchange Light Rail,Senior/Pensioner,6294
2023-09,Newcastle Interchange Light Rail,Sgl Trip LR Adult,46
2023-09,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,66
2023-09,Queens Wharf Light Rail,Adult,2704
2023-09,Queens Wharf Light Rail,CTP,3894
2023-09,Queens Wharf Light Rail,Child/Youth,644
2023-09,Queens Wharf Light Rail,Concession,342
2023-09,Queens Wharf Light Rail,Employee,64
2023-09,Queens Wharf Light Rail,Free Travel,65
2023-09,Queens Wharf Light Rail,School Student,115
2023-09,Queens Wharf Light Rail,Senior/Pensioner,3453
2023-09,Queens Wharf Light Rail,Sgl Trip LR Adult,12
2023-09,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,31
2023-10,Civic Light Rail,Adult,4159
2023-10,Civic Light Rail,CTP,5953
2023-10,Civic Light Rail,Child/Youth,539
2023-10,Civic Light Rail,Concession,1156
2023-10,Civic Light Rail,Employee,100
2023-10,Civic Light Rail,Free Travel,39
2023-10,Civic Light Rail,School Student,93
2023-10,Civic Light Rail,Senior/Pensioner,2849
2023-10,Civic Light Rail,Sgl Trip LR Adult,27
2023-10,Civic Light Rail,Sgl Trip LR Child/Youth,38
2023-10,Crown Street Light Rail,Adult,1454
2023-10,Crown Street Light Rail,CTP,2650
2023-10,Crown Street Light Rail,Child/Youth,182
2023-10,Crown Street Light Rail,Concession,131
2023-10,Crown Street Light Rail,Employee,51
2023-10,Crown Street Light Rail,Free Travel,25
2023-10,Crown Street Light Rail,School Student,19
2023-10,Crown Street Light Rail,Senior/Pensioner,1242
2023-10,Crown Street Light Rail,Sgl Trip LR Adult,13
2023-10,Crown Street Light Rail,Sgl Trip LR Child/Youth,5
2023-10,Honeysuckle Light Rail,Adult,2003
2023-10,Honeysuckle Light Rail,CTP,3773
2023-10,Honeysuckle Light Rail,Child/Youth,281
2023-10,Honeysuckle Light Rail,Concession,338
2023-10,Honeysuckle Light Rail,Day Pass without SAF,1
2023-10,Honeysuckle Light Rail,Employee,91
2023-10,Honeysuckle Light Rail,Free Travel,43
2023-10,Honeysuckle Light Rail,School Student,161
2023-10,Honeysuckle Light Rail,Senior/Pensioner,2075
2023-10,Honeysuckle Light Rail,Sgl Trip LR Adult,14
2023-10,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,7
2023-10,Newcastle Beach Light Rail,Adult,2706
2023-10,Newcastle Beach Light Rail,CTP,4581
2023-10,Newcastle Beach Light Rail,Child/Youth,548
2023-10,Newcastle Beach Light Rail,Concession,191
2023-10,Newcastle Beach Light Rail,Day Pass without SAF,1
2023-10,Newcastle Beach Light Rail,Employee,40
2023-10,Newcastle Beach Light Rail,Free Travel,33
2023-10,Newcastle Beach Light Rail,School Student,80
2023-10,Newcastle Beach Light Rail,Senior/Pensioner,2794
2023-10,Newcastle Beach Light Rail,Sgl Trip LR Adult,30
2023-10,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,20
2023-10,Newcastle Interchange Light Rail,Adult,8974
2023-10,Newcastle Interchange Light Rail,CTP,11711
2023-10,Newcastle Interchange Light Rail,Child/Youth,1114
2023-10,Newcastle Interchange Light Rail,Concession,1583
2023-10,Newcastle Interchange Light Rail,Day Pass without SAF,2
2023-10,Newcastle Interchange Light Rail,Employee,223
2023-10,Newcastle Interchange Light Rail,Free Travel,112
2023-10,Newcastle Interchange Light Rail,School Student,271
2023-10,Newcastle Interchange Light Rail,Senior/Pensioner,6744
2023-10,Newcastle Interchange Light Rail,Sgl Trip LR Adult,61
2023-10,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,53
2023-10,Queens Wharf Light Rail,Adult,2777
2023-10,Queens Wharf Light Rail,CTP,4166
2023-10,Queens Wharf Light Rail,Child/Youth,462
2023-10,Queens Wharf Light Rail,Concession,347
2023-10,Queens Wharf Light Rail,Employee,66
2023-10,Queens Wharf Light Rail,Free Travel,61
2023-10,Queens Wharf Light Rail,School Student,74
2023-10,Queens Wharf Light Rail,Senior/Pensioner,3674
2023-10,Queens Wharf Light Rail,Sgl Trip LR Adult,12
2023-10,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,10
2023-11,Civic Light Rail,Adult,3681
2023-11,Civic Light Rail,CTP,5084
2023-11,Civic Light Rail,Child/Youth,291
2023-11,Civic Light Rail,Concession,417
2023-11,Civic Light Rail,Employee,87
2023-11,Civic Light Rail,Free Travel,52
2023-11,Civic Light Rail,School Student,74
2023-11,Civic Light Rail,Senior/Pensioner,2355
2023-11,Civic Light Rail,Sgl Trip LR Adult,13
2023-11,Civic Light Rail,Sgl Trip LR Child/Youth,5
2023-11,Crown Street Light Rail,Adult,1549
2023-11,Crown Street Light Rail,CTP,2691
2023-11,Crown Street Light Rail,Child/Youth,132
2023-11,Crown Street Light Rail,Concession,112
2023-11,Crown Street Light Rail,Employee,45
2023-11,Crown Street Light Rail,Free Travel,20
2023-11,Crown Street Light Rail,School Student,21
2023-11,Crown Street Light Rail,Senior/Pensioner,1232
2023-11,Crown Street Light Rail,Sgl Trip LR Adult,13
2023-11,Crown Street Light Rail,Sgl Trip LR Child/Youth,15
2023-11,Honeysuckle Light Rail,Adult,2063
2023-11,Honeysuckle Light Rail,CTP,3713
2023-11,Honeysuckle Light Rail,Child/Youth,256
2023-11,Honeysuckle Light Rail,Concession,358
2023-11,Honeysuckle Light Rail,Day Pass without SAF,1
2023-11,Honeysuckle Light Rail,Employee,72
2023-11,Honeysuckle Light Rail,Free Travel,44
2023-11,Honeysuckle Light Rail,School Student,195
2023-11,Honeysuckle Light Rail,Senior/Pensioner,2031
2023-11,Honeysuckle Light Rail,Sgl Trip LR Adult,11
2023-11,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,16
2023-11,Newcastle Beach Light Rail,Adult,2654
2023-11,Newcastle Beach Light Rail,CTP,4860
2023-11,Newcastle Beach Light Rail,Child/Youth,473
2023-11,Newcastle Beach Light Rail,Concession,188
2023-11,Newcastle Beach Light Rail,Employee,62
2023-11,Newcastle Beach Light Rail,Free Travel,52
2023-11,Newcastle Beach Light Rail,School Student,86
2023-11,Newcastle Beach Light Rail,Senior/Pensioner,3025
2023-11,Newcastle Beach Light Rail,Sgl Trip LR Adult,30
2023-11,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,27
2023-11,Newcastle Interchange Light Rail,Adult,8937
2023-11,Newcastle Interchange Light Rail,CTP,12166
2023-11,Newcastle Interchange Light Rail,Child/Youth,1051
2023-11,Newcastle Interchange Light Rail,Concession,823
2023-11,Newcastle Interchange Light Rail,Day Pass without SAF,2
2023-11,Newcastle Interchange Light Rail,Employee,218
2023-11,Newcastle Interchange Light Rail,Free Travel,118
2023-11,Newcastle Interchange Light Rail,School Student,332
2023-11,Newcastle Interchange Light Rail,Senior/Pensioner,6761
2023-11,Newcastle Interchange Light Rail,Sgl Trip LR Adult,75
2023-11,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,70
2023-11,Queens Wharf Light Rail,Adult,2659
2023-11,Queens Wharf Light Rail,CTP,4057
2023-11,Queens Wharf Light Rail,Child/Youth,379
2023-11,Queens Wharf Light Rail,Concession,257
2023-11,Queens Wharf Light Rail,Employee,50
2023-11,Queens Wharf Light Rail,Free Travel,57
2023-11,Queens Wharf Light Rail,School Student,52
2023-11,Queens Wharf Light Rail,Senior/Pensioner,3423
2023-11,Queens Wharf Light Rail,Sgl Trip LR Adult,24
2023-11,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,20
2023-12,Civic Light Rail,Adult,3131
2023-12,Civic Light Rail,CTP,5032
2023-12,Civic Light Rail,Child/Youth,415
2023-12,Civic Light Rail,Concession,277
2023-12,Civic Light Rail,Employee,64
2023-12,Civic Light Rail,Free Travel,46
2023-12,Civic Light Rail,School Student,39
2023-12,Civic Light Rail,Senior/Pensioner,2107
2023-12,Civic Light Rail,Sgl Trip LR Adult,29
2023-12,Civic Light Rail,Sgl Trip LR Child/Youth,28
2023-12,Crown Street Light Rail,Adult,1574
2023-12,Crown Street Light Rail,CTP,2830
2023-12,Crown Street Light Rail,Child/Youth,188
2023-12,Crown Street Light Rail,Concession,117
2023-12,Crown Street Light Rail,Employee,48
2023-12,Crown Street Light Rail,Free Travel,25
2023-12,Crown Street Light Rail,School Student,15
2023-12,Crown Street Light Rail,Senior/Pensioner,1153
2023-12,Crown Street Light Rail,Sgl Trip LR Adult,13
2023-12,Crown Street Light Rail,Sgl Trip LR Child/Youth,9
2023-12,Honeysuckle Light Rail,Adult,1940
2023-12,Honeysuckle Light Rail,CTP,3817
2023-12,Honeysuckle Light Rail,Child/Youth,294
2023-12,Honeysuckle Light Rail,Concession,189
2023-12,Honeysuckle Light Rail,Employee,101
2023-12,Honeysuckle Light Rail,Free Travel,39
2023-12,Honeysuckle Light Rail,School Student,78
2023-12,Honeysuckle Light Rail,Senior/Pensioner,1784
2023-12,Honeysuckle Light Rail,Sgl Trip LR Adult,10
2023-12,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,15
2023-12,Newcastle Beach Light Rail,Adult,3021
2023-12,Newcastle Beach Light Rail,CTP,5394
2023-12,Newcastle Beach Light Rail,Child/Youth,650
