from_stop,to_stop,from_name,to_name,from_modes,to_modes,straight_distance_m,walk_distance_m,walk_time_s,is_sheltered,requires_road_crossing,signalised_crossing_delay_s,total_transfer_time_s,in_interchange_group,source
nisc001:228514,nisc001:228581,Main Rd at Lilian St,Main Rd opp Lilian St,other,other,16.8,21.0,16.8,0,0,0,16.8,0,modelled
nisc001:228515,nisc001:228516,Main Rd opp Veronica St,Main Rd at Harrison St,other,other,41.9,52.3,41.9,0,0,0,41.9,0,modelled
nisc001:228515,sydneytrains:2285361,Main Rd opp Veronica St,Cardiff Station Platform 1,other,heavy_rail,363.9,454.8,363.9,0,1,22,385.9,0,modelled
nisc001:228515,sydneytrains:2285362,Main Rd opp Veronica St,Cardiff Station Platform 2,other,heavy_rail,368.4,460.5,368.4,0,1,22,390.4,0,modelled
nisc001:228516,sydneytrains:2285361,Main Rd at Harrison St,Cardiff Station Platform 1,other,heavy_rail,331.2,414.0,331.2,0,1,22,353.2,0,modelled
nisc001:228516,sydneytrains:2285362,Main Rd at Harrison St,Cardiff Station Platform 2,other,heavy_rail,335.2,419.0,335.2,0,1,22,357.2,0,modelled
nisc001:228517,nisc001:228568,Main Rd after Glendale Dr,Main Rd before Glendale Dr,other,other,44.0,55.0,44.0,0,0,0,44.0,0,modelled
nisc001:228518,nisc001:2285302,Main Rd before Lake Rd,Main Rd before Manuel St,other,other,25.7,32.1,25.7,0,0,0,25.7,0,modelled
nisc001:228519,nisc001:228584,Main Rd opp Frederick St,Main Rd before Frederick St,other,other,24.5,30.7,24.5,0,0,0,24.5,0,modelled
nisc001:228523,nisc001:228524,"Cardiff Station, Main Rd",Main Rd opp Cardiff Station,other,other,30.5,38.1,30.5,0,0,0,30.5,0,modelled
nisc001:228523,nisc001:228569,"Cardiff Station, Main Rd",Main Rd after Wansbeck Valley Rd,other,other,125.9,157.3,125.9,0,1,22,147.9,0,modelled
nisc001:228523,nisc001:228577,"Cardiff Station, Main Rd",Main Rd opp Wansbeck Valley Rd,other,other,123.2,154.0,123.2,0,1,22,145.2,0,modelled
nisc001:228523,sydneytrains:2285361,"Cardiff Station, Main Rd",Cardiff Station Platform 1,other,heavy_rail,55.8,69.8,55.8,0,0,0,55.8,0,modelled
nisc001:228523,sydneytrains:2285362,"Cardiff Station, Main Rd",Cardiff Station Platform 2,other,heavy_rail,50.2,62.7,50.2,0,0,0,50.2,0,modelled
nisc001:228524,nisc001:228569,Main Rd opp Cardiff Station,Main Rd after Wansbeck Valley Rd,other,other,97.6,122.0,97.6,0,1,22,119.6,0,modelled
nisc001:228524,nisc001:228577,Main Rd opp Cardiff Station,Main Rd opp Wansbeck Valley Rd,other,other,97.2,121.5,97.2,0,1,22,119.2,0,modelled
nisc001:228524,sydneytrains:2285361,Main Rd opp Cardiff Station,Cardiff Station Platform 1,other,heavy_rail,84.4,105.4,84.4,0,1,22,106.4,0,modelled
nisc001:228524,sydneytrains:2285362,Main Rd opp Cardiff Station,Cardiff Station Platform 2,other,heavy_rail,77.8,97.2,77.8,0,1,22,99.8,0,modelled
nisc001:228563,nisc001:228583,Main Rd after Fairleigh St,"Booth Park, Main Rd",other,other,75.7,94.6,75.7,0,1,22,97.7,0,modelled
nisc001:228564,nisc001:228582,Main Rd at Poyner Ave,Main Rd opp Poyner Ave,other,other,52.7,65.9,52.7,0,0,0,52.7,0,modelled
nisc001:228565,nisc001:228568,Main Rd after Bruce St,Main Rd before Glendale Dr,other,other,128.5,160.6,128.5,0,1,22,150.5,0,modelled
nisc001:228565,nisc001:228580,Main Rd after Bruce St,Main Rd opp Bruce St,other,other,32.0,40.0,32.0,0,0,0,32.0,0,modelled
nisc001:228566,nisc001:228579,Main Rd after Lowry St,Main Rd opp Lowry St,other,other,28.4,35.5,28.4,0,0,0,28.4,0,modelled
nisc001:228567,nisc001:228578,Main Rd after Taylor St,Main Rd opp Taylor St,other,other,50.7,63.3,50.7,0,0,0,50.7,0,modelled
nisc001:228569,nisc001:228576,Main Rd after Wansbeck Valley Rd,Newcastle St opp St Kevin's Primary School,other,other,97.9,122.4,97.9,0,1,22,119.9,0,modelled
nisc001:228569,nisc001:228577,Main Rd after Wansbeck Valley Rd,Main Rd opp Wansbeck Valley Rd,other,other,18.1,22.6,18.1,0,0,0,18.1,0,modelled
nisc001:228569,sydneytrains:2285361,Main Rd after Wansbeck Valley Rd,Cardiff Station Platform 1,other,heavy_rail,181.5,226.8,181.5,0,1,22,203.5,0,modelled
nisc001:228569,sydneytrains:2285362,Main Rd after Wansbeck Valley Rd,Cardiff Station Platform 2,other,heavy_rail,175.2,219.0,175.2,0,1,22,197.2,0,modelled
nisc001:228572,nisc001:228573,Myall Rd after Lois Cres,"Cardiff High School, Myall Rd",other,other,92.7,115.9,92.7,0,1,22,114.7,0,modelled
nisc001:228576,nisc001:228577,Newcastle St opp St Kevin's Primary School,Main Rd opp Wansbeck Valley Rd,other,other,89.0,111.2,89.0,0,1,22,111.0,0,modelled
nisc001:228576,sydneytrains:2285361,Newcastle St opp St Kevin's Primary School,Cardiff Station Platform 1,other,heavy_rail,260.1,325.2,260.1,0,1,22,282.1,0,modelled
nisc001:228576,sydneytrains:2285362,Newcastle St opp St Kevin's Primary School,Cardiff Station Platform 2,other,heavy_rail,255.5,319.4,255.5,0,1,22,277.5,0,modelled
nisc001:228577,sydneytrains:2285361,Main Rd opp Wansbeck Valley Rd,Cardiff Station Platform 1,other,heavy_rail,179.0,223.7,179.0,0,1,22,201.0,0,modelled
nisc001:228577,sydneytrains:2285362,Main Rd opp Wansbeck Valley Rd,Cardiff Station Platform 2,other,heavy_rail,173.3,216.6,173.3,0,1,22,195.3,0,modelled
nisc001:228595,nisc001:228598,Wallsend Rd after Rowes Lane,Wallsend Rd opp Rowes Lane,other,other,68.8,86.1,68.8,0,1,22,90.8,0,modelled
nisc001:228596,nisc001:228597,Cardiff Rd at Rainbow Cl,Cardiff Rd at Daintree Cl,other,other,17.9,22.4,17.9,0,0,0,17.9,0,modelled
nisc001:228712,nisc001:2287357,"Woodlands Retirement Village, Lake Rd",Croudace Rd after Lake Rd,other,other,130.2,162.7,130.2,0,1,22,152.2,0,modelled
nisc001:228712,nisc001:2287361,"Woodlands Retirement Village, Lake Rd",Lake Rd opp Hanley St,other,other,76.0,95.0,76.0,0,1,22,98.0,0,modelled
nisc001:228713,nisc001:2287246,Cowper St opp Wal Herd Park,"Wal Herd Park, Cowper St",other,other,62.4,78.0,62.4,0,1,22,84.4,0,modelled
nisc001:228714,nisc001:228720,"Wallsend District Library, Bunn St",Bunn St opp Wallsend District Library,other,other,70.2,87.7,70.2,0,1,22,92.2,0,modelled
nisc001:228714,nisc001:2287249,"Wallsend District Library, Bunn St",Bousfield St at Kokera St,other,other,128.0,160.0,128.0,0,1,22,150.0,0,modelled
nisc001:228715,nisc001:228719,Victory Pde opp Chalmers Rd,Victory Pde at Chalmers Rd,other,other,67.1,83.9,67.1,0,1,22,89.1,0,modelled
nisc001:228715,nisc001:2287332,Victory Pde opp Chalmers Rd,Birchgrove Dr opp Birchgrove Drive Reserve,other,other,144.6,180.7,144.6,0,1,22,166.6,0,modelled
nisc001:228716,nisc001:228718,Newcastle Rd after Douglas St,Newcastle Rd before Douglas St,other,other,30.6,38.2,30.6,0,0,0,30.6,0,modelled
nisc001:228716,nisc001:2287177,Newcastle Rd after Douglas St,Douglas St at Abbott St,other,other,104.9,131.1,104.9,0,1,22,126.9,0,modelled
nisc001:228716,nisc001:2287178,Newcastle Rd after Douglas St,Douglas St at Abbott St,other,other,120.3,150.4,120.3,0,1,22,142.3,0,modelled
nisc001:228717,nisc001:229919,Newcastle Rd at Chalmers Rd,Newcastle Rd before Blue Gum Rd,other,other,35.3,44.2,35.3,0,0,0,35.3,0,modelled
nisc001:228727,nisc001:228747,Cowper St at George St,Cowper St at George St,other,other,51.9,64.9,51.9,0,0,0,51.9,0,modelled
nisc001:228728,nisc001:228746,Cowper St opp Platt St,Cowper St at Platt St,other,other,25.7,32.1,25.7,0,0,0,25.7,0,modelled
nisc001:228732,nisc001:228741,"Elermore Vale Community Hall, Cardiff Rd",Cardiff Rd opp Elermore Vale Community Hall,other,other,18.2,22.8,18.2,0,0,0,18.2,0,modelled
nisc001:228733,nisc001:228740,Cardiff Rd at Watkins Rd,Cardiff Rd opp Watkins Rd,other,other,14.7,18.4,14.7,0,0,0,14.7,0,modelled
nisc001:228734,nisc001:228739,Cardiff Rd opp Webb St,Cardiff Rd at Webb St,other,other,14.5,18.1,14.5,0,0,0,14.5,0,modelled
nisc001:228736,nisc001:228737,Walford St opp Close St,Walford St at Close St,other,other,25.5,31.9,25.5,0,0,0,25.5,0,modelled
nisc001:228756,nisc001:228768,Wentworth St opp Richardson St,Wentworth St after Abel St,other,other,125.5,156.8,125.5,0,1,22,147.5,0,modelled
nisc001:228756,nisc001:228784,Wentworth St opp Richardson St,Wentworth St at Richardson St,other,other,12.3,15.4,12.3,0,0,0,12.3,0,modelled
nisc001:228756,nisc001:228785,Wentworth St opp Richardson St,Wentworth St at Abel St,other,other,139.3,174.2,139.3,0,1,22,161.3,0,modelled
nisc001:228761,nisc001:228792,Maryland Dr at Tulloch Ave,Maryland Dr opp Tulloch Ave,other,other,42.2,52.8,42.2,0,0,0,42.2,0,modelled
nisc001:228768,nisc001:228784,Wentworth St after Abel St,Wentworth St at Richardson St,other,other,127.8,159.8,127.8,0,1,22,149.8,0,modelled
nisc001:228768,nisc001:228785,Wentworth St after Abel St,Wentworth St at Abel St,other,other,17.8,22.3,17.8,0,0,0,17.8,0,modelled
nisc001:228774,nisc001:228780,Wentworth St before Charlotte St,Hill St at Hannah St,other,other,137.5,171.9,137.5,0,1,22,159.5,0,modelled
nisc001:228774,nisc001:228786,Wentworth St before Charlotte St,Wentworth St at Charlotte St,other,other,51.5,64.3,51.5,0,0,0,51.5,0,modelled
nisc001:228776,nisc001:228793,Irrawang St before Boundary St,Irrawang St before Kokera St,other,other,11.7,14.6,11.7,0,0,0,11.7,0,modelled
nisc001:228777,nisc001:228790,Hill St at Tyrrell St,Hill St after Nelson St,other,other,130.3,162.9,130.3,0,1,22,152.3,0,modelled
nisc001:228777,nisc001:228791,Hill St at Tyrrell St,Hill St before Neilson St,other,other,45.1,56.4,45.1,0,0,0,45.1,0,modelled
nisc001:228779,nisc001:228780,Hill St before Harriet St,Hill St at Hannah St,other,other,122.6,153.3,122.6,0,1,22,144.6,0,modelled
nisc001:228779,nisc001:228790,Hill St before Harriet St,Hill St after Nelson St,other,other,75.4,94.3,75.4,0,1,22,97.4,0,modelled
nisc001:228784,nisc001:228785,Wentworth St at Richardson St,Wentworth St at Abel St,other,other,140.6,175.8,140.6,0,1,22,162.6,0,modelled
nisc001:228912,nisc001:228913,"Kotara Park, Park Ave",Park Ave opp Kotara Park,other,other,22.7,28.4,22.7,0,0,0,22.7,0,modelled
nisc001:228912,sydneytrains:2289341,"Kotara Park, Park Ave",Kotara Station Platform 1,other,heavy_rail,109.9,137.4,109.9,0,1,22,131.9,0,modelled
nisc001:228912,sydneytrains:2289342,"Kotara Park, Park Ave",Kotara Station Platform 2,other,heavy_rail,115.7,144.6,115.7,0,1,22,137.7,0,modelled
nisc001:228913,sydneytrains:2289341,Park Ave opp Kotara Park,Kotara Station Platform 1,other,heavy_rail,121.6,152.0,121.6,0,1,22,143.6,0,modelled
nisc001:228913,sydneytrains:2289342,Park Ave opp Kotara Park,Kotara Station Platform 2,other,heavy_rail,127.4,159.2,127.4,0,1,22,149.4,0,modelled
nisc001:228916,nisc001:228964,Myall Rd opp Kirinari Hostel,"Kirinari Hostel, Myall Rd",other,other,20.1,25.1,20.1,0,0,0,20.1,0,modelled
nisc001:228918,nisc001:2289236,Charlestown Rd at Stuart St,Stuart St at Charlestown Rd,other,other,46.0,57.5,46.0,0,0,0,46.0,0,modelled
nisc001:228918,nisc001:2289238,Charlestown Rd at Stuart St,Stuart St at Charlestown Rd,other,other,25.1,31.4,25.1,0,0,0,25.1,0,modelled
nisc001:228918,nisc001:2289249,Charlestown Rd at Stuart St,Charlestown Rd at Blackbutt Pde,other,other,61.0,76.2,61.0,0,1,22,83.0,0,modelled
nisc001:228918,nisc001:2289276,Charlestown Rd at Stuart St,Myall Rd at Charlestown Rd,other,other,134.5,168.2,134.5,0,1,22,156.5,0,modelled
nisc001:228919,nisc001:228961,Pacific Hwy opp George St,Pacific Hwy at George St,other,other,64.7,80.9,64.7,0,1,22,86.7,0,modelled
nisc001:228922,nisc001:228956,Northcott Dr opp Kinross Ave,Northcott Dr at Kinross Ave,other,other,144.6,180.8,144.6,0,1,22,166.6,0,modelled
nisc001:228925,nisc001:228960,"Westfield Kotara, Park Ave",Northcott Dr opp Westfield Kotara,other,other,125.8,157.2,125.8,0,1,22,147.8,0,modelled
nisc001:228925,nisc001:2289258,"Westfield Kotara, Park Ave",Park Ave opp Westfield Kotara,other,other,32.4,40.5,32.4,0,0,0,32.4,0,modelled
nisc001:228933,nisc001:228986,Glebe Rd opp Adamstown Uniting Church,"Adamstown Community Early Learning, Glebe Rd",other,other,76.4,95.5,76.4,0,1,22,98.4,0,modelled
nisc001:228933,nisc001:228987,Glebe Rd opp Adamstown Uniting Church,Brunker Rd after Glebe Rd,other,other,55.4,69.3,55.4,0,0,0,55.4,0,modelled
nisc001:228933,nisc001:228998,Glebe Rd opp Adamstown Uniting Church,Brunker Rd before Glebe Rd,other,other,45.1,56.3,45.1,0,0,0,45.1,0,modelled
nisc001:228935,nisc001:228936,Park Ave after Fletcher St,"Trinity Catholic College, Park Ave",other,other,103.1,128.9,103.1,0,1,22,125.1,0,modelled
nisc001:228937,nisc001:228959,Highfields Pde Exit at Pacific Hwy,Pacific Hwy at Kahibah Rd,other,other,68.4,85.5,68.4,0,1,22,90.4,0,modelled
nisc001:228937,nisc001:228999,Highfields Pde Exit at Pacific Hwy,Pacific Hwy opp Kahibah Rd,other,other,51.8,64.7,51.8,0,0,0,51.8,0,modelled
nisc001:228942,nisc001:228950,Brunker Rd at Mandalong Rd,Brunker Rd at Evans Rd,other,other,86.6,108.3,86.6,0,1,22,108.6,0,modelled
nisc001:228943,nisc001:228949,Brunker Rd opp Olney Rd,Brunker Rd at Olney Rd,other,other,77.0,96.3,77.0,0,1,22,99.0,0,modelled
nisc001:228945,nisc001:228947,Park Ave after Dibbs St,Park Ave before Dibbs St,other,other,21.6,27.0,21.6,0,0,0,21.6,0,modelled
nisc001:228948,sydneytrains:2289331,"West Park, Glebe Rd",Adamstown Station Platform 1,other,heavy_rail,204.6,255.7,204.6,0,1,22,226.6,0,modelled
nisc001:228948,sydneytrains:2289332,"West Park, Glebe Rd",Adamstown Station Platform 2,other,heavy_rail,209.1,261.3,209.1,0,1,22,231.1,0,modelled
nisc001:228952,nisc001:229215,Brunker Rd opp Arthur Park,"Arthur Park, Brunker St",other,other,39.3,49.2,39.3,0,0,0,39.3,0,modelled
nisc001:228959,nisc001:228999,Pacific Hwy at Kahibah Rd,Pacific Hwy opp Kahibah Rd,other,other,74.6,93.2,74.6,0,1,22,96.6,0,modelled
nisc001:228965,sydneytrains:2289331,"Adamstown Station, Park Ave",Adamstown Station Platform 1,other,heavy_rail,44.2,55.3,44.2,0,0,0,44.2,0,modelled
nisc001:228965,sydneytrains:2289332,"Adamstown Station, Park Ave",Adamstown Station Platform 2,other,heavy_rail,51.6,64.5,51.6,0,0,0,51.6,0,modelled
nisc001:228966,nisc001:228967,Park Ave after Bailey St,Park Ave before Bailey St,other,other,17.2,21.5,17.2,0,0,0,17.2,0,modelled
nisc001:228966,sydneytrains:2289331,Park Ave after Bailey St,Adamstown Station Platform 1,other,heavy_rail,273.8,342.3,273.8,0,1,22,295.8,0,modelled
nisc001:228966,sydneytrains:2289332,Park Ave after Bailey St,Adamstown Station Platform 2,other,heavy_rail,277.5,346.9,277.5,0,1,22,299.5,0,modelled
nisc001:228967,sydneytrains:2289331,Park Ave before Bailey St,Adamstown Station Platform 1,other,heavy_rail,269.6,337.0,269.6,0,1,22,291.6,0,modelled
nisc001:228967,sydneytrains:2289332,Park Ave before Bailey St,Adamstown Station Platform 2,other,heavy_rail,273.9,342.4,273.9,0,1,22,295.9,0,modelled
nisc001:228977,nisc001:228981,City Rd after Brunker Rd,City Rd before Faul St,other,other,34.3,42.9,34.3,0,0,0,34.3,0,modelled
nisc001:228979,nisc001:228980,Fernleigh Loop opp Grevillea Cl,Fernleigh Loop at Faul St,other,other,137.0,171.3,137.0,0,1,22,159.0,0,modelled
nisc001:228980,nisc001:228981,Fernleigh Loop at Faul St,City Rd before Faul St,other,other,118.5,148.1,118.5,0,1,22,140.5,0,modelled
nisc001:228982,nisc001:228983,Glebe Rd opp Adamstown Bowling Club,"Adamstown Bowling Club, Glebe Rd",other,other,51.6,64.5,51.6,0,0,0,51.6,0,modelled
nisc001:228984,nisc001:228985,Glebe Rd opp Adamstown Park,Glebe Rd before Bryant St,other,other,69.6,87.0,69.6,0,1,22,91.6,0,modelled
nisc001:228986,nisc001:228987,"Adamstown Community Early Learning, Glebe Rd",Brunker Rd after Glebe Rd,other,other,60.1,75.1,60.1,0,1,22,82.1,0,modelled
nisc001:228986,nisc001:228998,"Adamstown Community Early Learning, Glebe Rd",Brunker Rd before Glebe Rd,other,other,68.3,85.3,68.3,0,1,22,90.3,0,modelled
nisc001:228987,nisc001:228998,Brunker Rd after Glebe Rd,Brunker Rd before Glebe Rd,other,other,14.1,17.7,14.1,0,0,0,14.1,0,modelled
nisc001:228988,nisc001:228997,"St Columba's Primary School, Brunker Rd",Brunker Rd opp St Columba's Primary School,other,other,17.1,21.4,17.1,0,0,0,17.1,0,modelled
nisc001:228989,nisc001:228996,"Bullecourt Barracks, Brunker Rd",Brunker Rd at Rifle St,other,other,43.1,53.9,43.1,0,0,0,43.1,0,modelled
nisc001:228990,nisc001:228995,Brunker Rd opp South St,Brunker Rd after South St,other,other,16.8,21.0,16.8,0,0,0,16.8,0,modelled
nisc001:228991,nisc001:228994,Brunker Rd opp Burns St,Brunker Rd at Burns St,other,other,56.8,70.9,56.8,0,0,0,56.8,0,modelled
nisc001:228992,nisc001:228993,Brunker Rd opp Yarrum St,Brunker Rd at Yarrum St,other,other,25.0,31.2,25.0,0,0,0,25.0,0,modelled
nisc001:229011,nisc001:2290213,"Lake Macquarie Fair, Wilsons Rd","Lake Macquarie Fair, Wilsons Rd",other,other,126.4,158.0,126.4,0,1,22,148.4,0,modelled
nisc001:229011,nisc001:2290241,"Lake Macquarie Fair, Wilsons Rd",Wilsons Rd opp Lake Macquarie Fair,other,other,52.6,65.8,52.6,0,0,0,52.6,0,modelled
nisc001:229016,nisc001:229062,"Centrelink, Charlestown Rd",Pacific Hwy at Charlestown Rd,other,other,123.8,154.7,123.8,0,1,22,145.8,0,modelled
nisc001:229018,nisc001:229082,Smith St before Smart St,Smart St at Smith St,other,other,48.1,60.2,48.1,0,0,0,48.1,0,modelled
nisc001:229018,nisc001:229085,Smith St before Smart St,Smart St at Smith St,other,other,66.2,82.8,66.2,0,1,22,88.2,0,modelled
nisc001:229018,nisc001:2290501,Smith St before Smart St,"Charlestown Branch Library, Ridley St",other,other,89.4,111.8,89.4,0,1,22,111.4,0,modelled
nisc001:229027,nisc001:229062,Smith St at Ida St,Pacific Hwy at Charlestown Rd,other,other,119.7,149.6,119.7,0,1,22,141.7,0,modelled
nisc001:229027,nisc001:2290501,Smith St at Ida St,"Charlestown Branch Library, Ridley St",other,other,123.7,154.6,123.7,0,1,22,145.7,0,modelled
nisc001:229028,nisc001:229041,30 Burwood Rd,15 Burwood Rd,other,other,31.3,39.1,31.3,0,0,0,31.3,0,modelled
nisc001:229032,nisc001:229052,Pacific Hwy before Oxford St,Pacific Hwy after Oxford St,other,other,32.5,40.7,32.5,0,0,0,32.5,0,modelled
nisc001:229033,nisc001:229051,Pacific Hwy after Oxford St,Pacific Hwy at Oxford St,other,other,49.3,61.6,49.3,0,0,0,49.3,0,modelled
nisc001:229033,nisc001:2290480,Pacific Hwy after Oxford St,"St Paul's Church, Felton St",other,other,94.4,118.0,94.4,0,1,22,116.4,0,modelled
nisc001:229035,nisc001:229050,Pacfic Hwy opp Hughes St,Pacific Hwy at Hughes St,other,other,55.4,69.2,55.4,0,0,0,55.4,0,modelled
nisc001:229036,nisc001:229049,Pacific Hwy opp Hunter Sports High,"Hunter Sports High, Pacific Hwy",other,other,61.5,76.9,61.5,0,1,22,83.5,0,modelled
nisc001:229039,nisc001:229061,Pacific Hwy after Groves Rd,Pacific Hwy opp Groves Rd,other,other,39.9,49.9,39.9,0,0,0,39.9,0,modelled
nisc001:229042,nisc001:229056,Smith St after Frederick St,Pacific Hwy before Smart St,other,other,141.8,177.2,141.8,0,1,22,163.8,0,modelled
nisc001:229042,nisc001:229082,Smith St after Frederick St,Smart St at Smith St,other,other,137.7,172.1,137.7,0,1,22,159.7,0,modelled
nisc001:229042,nisc001:229085,Smith St after Frederick St,Smart St at Smith St,other,other,117.6,147.0,117.6,0,1,22,139.6,0,modelled
nisc001:229042,nisc001:229086,Smith St after Frederick St,"Charlestown Public School, Smith St",other,other,80.6,100.8,80.6,0,1,22,102.6,0,modelled
nisc001:229054,nisc001:229060,"Lions Park, Pacific Hwy",Pacific Hwy opp Lions Park,other,other,55.0,68.8,55.0,0,0,0,55.0,0,modelled
nisc001:229067,nisc001:229097,Collarena Cres after Kahibah Rd,Kendella Pde after Louisa Ave,other,other,125.8,157.2,125.8,0,1,22,147.8,0,modelled
nisc001:229070,nisc001:229073,Glebe St at Burwood St,"Kahibah Memorial Park, Hexham St",other,other,85.1,106.4,85.1,0,1,22,107.1,0,modelled
nisc001:229074,nisc001:229092,"Kahibah Sports Club, Kahibah Rd","Kahibah Sports Club, Kenibea Ave",other,other,110.3,137.8,110.3,0,1,22,132.3,0,modelled
nisc001:229075,nisc001:229090,Kahibah Rd opp Princes Ave,Cowper Ave opp Guna St,other,other,118.1,147.6,118.1,0,1,22,140.1,0,modelled
nisc001:229075,nisc001:229091,Kahibah Rd opp Princes Ave,Cowper Ave after Guna St,other,other,134.4,168.1,134.4,0,1,22,156.4,0,modelled
nisc001:229075,nisc001:229093,Kahibah Rd opp Princes Ave,Kahibah Rd at Princes Ave,other,other,33.3,41.6,33.3,0,0,0,33.3,0,modelled
nisc001:229076,nisc001:229078,Kahibah Rd after Cowper Ave,"St Joseph's Primary School, Shelton St",other,other,114.8,143.5,114.8,0,1,22,136.8,0,modelled
nisc001:229076,nisc001:229089,Kahibah Rd after Cowper Ave,Kahibah Rd opp Cowper Ave,other,other,32.6,40.7,32.6,0,0,0,32.6,0,modelled
