POW_SA2_CODE_2021,zone_tier,M2_BusFer_Mng,M2_BusFer_Pro,M2_BusFer_TecTW,M2_BusFer_CoPSW,M2_BusFer_ClAW,M2_BusFer_SWks,M2_BusFer_MaOpDv,M2_BusFer_Lab,M2_BusFer_IDNS,M2_BusFer_Tot,M2_BusTrm_or_LR_Mng,M2_BusTrm_or_LR_Pro,M2_BusTrm_or_LR_TecTW,M2_BusTrm_or_LR_CoPSW,M2_BusTrm_or_LR_ClAW,M2_BusTrm_or_LR_SWks,M2_BusTrm_or_LR_MaOpDv,M2_BusTrm_or_LR_Lab,M2_BusTrm_or_LR_IDNS,M2_BusTrm_or_LR_Tot,M2_BusCarAsDriv_Mng,M2_BusCarAsDriv_Pro,M2_BusCarAsDriv_TecTW,M2_BusCarAsDriv_CoPSW,M2_BusCarAsDriv_ClAW,M2_BusCarAsDriv_SWks,M2_BusCarAsDriv_MaOpDv,M2_BusCarAsDriv_Lab,M2_BusCarAsDriv_IDNS,M2_BusCarAsDriv_Tot,M2_BusCarAsPas_Mng,M2_BusCarAsPas_Pro,M2_BusCarAsPas_TecTW,M2_BusCarAsPas_CoPSW,M2_BusCarAsPas_ClAW,M2_BusCarAsPas_SWks,M2_BusCarAsPas_MaOpDv,M2_BusCarAsPas_Lab,M2_BusCarAsPas_IDNS,M2_BusCarAsPas_Tot,M2_BusOth_Mng,M2_BusOth_Pro,M2_BusOth_TecTW,M2_BusOth_CoPSW,M2_BusOth_ClAW,M2_BusOth_SWks,M2_BusOth_MaOpDv,M2_BusOth_Lab,M2_BusOth_IDNS,M2_BusOth_Tot,M2_Bus_and_Tot_Mng,M2_Bus_and_Tot_Pro,M2_Bus_and_Tot_TecTW,M2_Bus_and_Tot_CoPSW,M2_Bus_and_Tot_ClAW,M2_Bus_and_Tot_SWks,M2_Bus_and_Tot_MaOpDv,M2_Bus_and_Tot_Lab,M2_Bus_and_Tot_IDNS,M2_Bus_and_Tot_Tot,M2_Oth_M2_Mng,M2_Oth_M2_Pro,M2_Oth_M2_TecTW,M2_Oth_M2_CoPSW,M2_Oth_M2_ClAW,M2_Oth_M2_SWks,M2_Oth_M2_MaOpDv,M2_Oth_M2_Lab,M2_Oth_M2_IDNS,M2_Oth_M2_Tot,M2_Tot_M2_Mng,M2_Tot_M2_Pro,M2_Tot_M2_TecTW,M2_Tot_M2_CoPSW,M2_Tot_M2_ClAW,M2_Tot_M2_SWks,M2_Tot_M2_MaOpDv,M2_Tot_M2_Lab,M2_Tot_M2_IDNS,M2_Tot_M2_Tot,M3_Trn_2_OthM_Mng,M3_Trn_2_OthM_Pro,M3_Trn_2_OthM_TecTW,M3_Trn_2_OthM_CoPSW,M3_Trn_2_OthM_ClAW,M3_Trn_2_OthM_SWks,M3_Trn_2_OthM_MaOpDv,M3_Trn_2_OthM_Lab,M3_Trn_2_OthM_IDNS,M3_Trn_2_OthM_Tot,M3_Bus_2_OthM_ex_trn_Mng,M3_Bus_2_OthM_ex_trn_Pro,M3_Bus_2_OthM_ex_trn_TecTW,M3_Bus_2_OthM_ex_trn_CoPSW,M3_Bus_2_OthM_ex_trn_ClAW,M3_Bus_2_OthM_ex_trn_SWks,M3_Bus_2_OthM_ex_trn_MaOpDv,M3_Bus_2_OthM_ex_trn_Lab,M3_Bus_2_OthM_ex_trn_IDNS,M3_Bus_2_OthM_ex_trn_Tot,M3_Oth_M3_Mng,M3_Oth_M3_Pro,M3_Oth_M3_TecTW,M3_Oth_M3_CoPSW,M3_Oth_M3_ClAW,M3_Oth_M3_SWks,M3_Oth_M3_MaOpDv,M3_Oth_M3_Lab,M3_Oth_M3_IDNS,M3_Oth_M3_Tot,M3_Tot_M3_Mng,M3_Tot_M3_Pro,M3_Tot_M3_TecTW,M3_Tot_M3_CoPSW,M3_Tot_M3_ClAW,M3_Tot_M3_SWks,M3_Tot_M3_MaOpDv,M3_Tot_M3_Lab,M3_Tot_M3_IDNS,M3_Tot_M3_Tot,Wkd_at_home_Mng,Wkd_at_home_Pro,Wkd_at_home_TecTW,Wkd_at_home_CoPSW,Wkd_at_home_ClAW,Wkd_at_home_SWks,Wkd_at_home_MaOpDv,Wkd_at_home_Lab,Wkd_at_home_IDNS,Wkd_at_home_Tot,Did_not_go_to_work_Mng,Did_not_go_to_work_Pro,Did_not_go_to_work_TecTW,Did_not_go_to_work_CoPSW,Did_not_go_to_work_ClAW,Did_not_go_to_work_SWks,Did_not_go_to_work_MaOpDv,Did_not_go_to_work_Lab,Did_not_go_to_work_IDNS,Did_not_go_to_work_Tot,Meth_of_trav_NS_Mng,Meth_of_trav_NS_Pro,Meth_of_trav_NS_TecTW,Meth_of_trav_NS_CoPSW,Meth_of_trav_NS_ClAW,Meth_of_trav_NS_SWks,Meth_of_trav_NS_MaOpDv,Meth_of_trav_NS_Lab,Meth_of_trav_NS_IDNS,Meth_of_trav_NS_Tot,Tot_Mng,Tot_Pro,Tot_TecTW,Tot_CoPSW,Tot_ClAW,Tot_SWks,Tot_MaOpDv,Tot_Lab,Tot_IDNS,Tot_Tot
111011208,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,10,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,3,0,9,0,19,8,20,8,6,9,3,0,4,0,51,3,20,8,11,9,7,0,15,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,377,974,139,160,794,103,3,17,54,2619,166,334,159,507,301,593,63,178,14,2326,0,0,0,4,5,9,6,3,22,44,1253,2924,1366,2020,2026,1709,360,885,180,12724
111011209,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,7,0,19,5,8,5,8,7,11,6,11,0,63,10,12,10,10,5,19,8,15,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,492,108,105,356,71,7,11,10,1407,111,182,150,341,122,374,101,228,19,1635,0,4,4,4,6,4,5,0,20,41,1183,1561,1947,1589,1342,1406,856,1331,157,11372
111011210,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,16,4,0,0,4,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,71,15,21,49,8,0,3,5,185,25,34,34,81,16,86,10,45,4,339,0,0,0,0,0,0,0,0,0,0,149,289,189,480,128,330,46,196,21,1827
111011211,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,57,13,3,48,9,0,0,3,169,12,21,26,46,9,9,14,11,0,154,0,0,0,0,0,0,0,0,0,7,147,174,313,209,132,36,89,151,21,1260
111011212,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,3,4,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,194,34,25,106,20,5,5,13,467,27,39,41,90,34,76,6,77,0,391,0,4,0,0,0,0,0,3,6,16,244,435,368,336,237,309,55,288,42,2310
111011213,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,12,0,0,6,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,196,37,28,119,12,3,4,14,520,14,29,22,61,11,8,3,11,0,157,0,0,0,0,0,0,0,0,0,0,163,338,179,228,175,49,18,61,19,1230
111011214,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,0,11,4,0,3,8,0,6,0,3,0,35,4,0,7,8,6,12,0,8,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,230,580,91,62,405,49,0,9,20,1445,81,158,154,256,135,226,55,158,15,1242,0,3,6,0,0,0,3,0,9,26,901,1468,1135,980,1115,914,390,745,110,7765
111021215,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,198,29,36,86,11,0,9,6,435,12,53,27,91,18,11,11,23,0,240,0,0,0,0,0,0,0,0,4,10,162,496,259,466,191,62,118,166,28,1949
111021216,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,87,16,23,95,20,4,0,6,306,10,24,36,62,15,19,5,35,8,208,0,0,0,0,3,0,0,0,0,9,130,186,194,253,129,90,41,118,21,1157
111021217,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,7,0,5,3,6,4,4,0,0,25,3,3,5,3,6,5,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,105,184,54,39,143,25,4,9,9,569,29,70,54,115,53,103,35,77,6,536,0,0,0,0,6,0,0,0,0,8,430,582,689,575,509,441,442,429,58,4144
111021218,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,16,0,36,4,13,12,3,0,0,5,15,0,52,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,188,343,85,45,263,29,9,17,17,995,58,148,190,185,77,137,142,129,12,1077,0,3,3,6,3,0,0,0,15,33,731,1210,1544,874,729,631,921,809,122,7568
111021219,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,3,0,12,0,5,8,3,0,0,0,8,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,121,309,44,42,156,22,8,7,7,714,40,112,70,213,67,126,28,99,4,763,0,0,0,4,0,0,0,0,11,28,456,974,613,911,546,496,271,462,68,4790
111021220,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,13,0,0,6,4,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,107,24,19,57,14,4,5,8,285,16,21,48,46,18,26,39,24,5,234,0,0,0,0,0,0,0,0,4,4,158,228,341,164,129,90,183,110,28,1436
111021221,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,76,10,21,50,3,0,5,0,197,15,18,29,51,20,11,9,20,0,177,0,0,0,0,0,0,0,0,3,4,103,229,196,233,118,63,72,121,15,1149
111031222,core,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,4,0,6,0,7,0,5,0,19,5,0,3,0,0,3,0,8,0,27,6,7,7,6,0,13,0,15,0,63,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,165,440,65,45,239,37,6,3,14,1012,151,133,126,300,144,730,38,177,9,1809,0,0,0,0,3,3,0,0,7,20,843,1171,770,911,912,1806,188,579,77,7269
111031223,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,4,0,3,6,0,24,0,5,9,0,8,5,0,18,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,215,300,92,32,206,59,0,4,14,921,44,64,122,67,64,58,99,204,9,734,0,0,0,6,0,0,0,3,21,35,947,814,1811,318,940,442,1260,1862,177,8579
111031224,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,4,0,7,0,0,3,0,0,0,0,0,0,11,0,3,3,6,4,4,3,4,0,24,8,9,8,13,4,4,5,3,0,45,15,16,9,18,11,6,5,13,0,85,0,6,3,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,3,3,3,0,3,0,0,0,20,834,1938,174,147,915,115,10,6,55,4194,122,338,200,447,278,218,97,221,22,1945,0,4,0,5,3,0,0,7,21,43,1829,3899,1624,1821,2239,924,683,964,194,14182
111031225,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,10,0,6,0,4,6,0,0,4,0,22,0,15,4,14,4,4,7,12,0,59,0,28,6,16,12,0,7,20,0,97,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,239,712,52,52,234,42,0,9,23,1353,82,1094,202,378,192,107,39,185,13,2291,0,3,0,0,6,0,4,4,15,34,791,5623,1083,1348,1387,463,305,791,122,11905
111031226,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,150,27,28,108,10,0,0,11,394,17,39,34,92,16,37,22,28,3,291,0,0,4,0,0,3,0,0,0,7,170,384,276,422,208,211,193,206,32,2100
111031227,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8,7,13,3,6,3,0,0,4,0,39,7,18,4,9,3,7,6,10,0,62,0,0,0,3,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,5,0,13,428,999,127,121,337,57,8,11,23,2103,89,209,154,301,153,119,203,154,18,1401,3,3,4,5,3,9,4,6,20,53,1198,2166,1470,1345,1373,644,1192,807,158,10357
111031228,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,12,5,5,4,0,3,6,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,395,34,29,175,39,0,4,19,859,67,119,82,212,52,75,19,65,4,680,0,5,0,0,0,0,0,0,9,17,485,1163,483,723,501,326,74,284,47,4087
111031229,core,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,5,0,5,6,4,0,0,0,22,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,5,0,9,9,9,9,7,0,6,0,48,16,49,15,19,41,16,0,13,7,175,21,70,39,38,74,30,3,24,7,287,0,8,3,0,10,3,0,5,0,30,0,3,0,0,0,0,0,5,0,4,0,5,0,4,0,0,0,0,0,8,3,14,9,3,12,6,0,5,0,50,1528,3963,273,236,2972,273,10,15,148,9422,258,576,285,760,542,281,60,261,59,3078,3,7,10,4,6,3,6,10,49,94,2784,6769,1519,2320,5193,1262,251,946,376,21415
111031230,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,11,3,0,10,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,172,19,4,91,11,3,3,7,424,21,43,82,4,29,12,107,50,7,354,0,0,0,4,0,0,0,0,4,13,374,428,722,49,329,62,731,302,69,3070
111031231,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,18,0,8,0,3,3,3,10,5,0,31,0,12,4,9,4,3,7,7,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,273,1363,109,47,372,33,0,4,18,2228,63,256,91,170,138,143,68,85,11,1017,0,3,0,0,0,0,3,0,12,29,714,2449,815,704,955,526,509,550,115,7339
111031232,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,7,3,5,0,0,0,5,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,114,11,16,54,12,0,6,7,271,8,30,23,73,11,14,10,12,0,176,0,0,0,0,0,0,0,0,3,10,136,237,158,341,118,90,42,98,19,1227
111031233,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,4,0,4,0,3,0,6,0,13,0,4,3,6,0,9,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,535,56,51,286,23,3,5,22,1132,51,162,97,211,93,127,31,92,9,882,0,0,3,3,0,0,0,0,9,20,517,1575,666,1127,779,546,159,479,97,5946
111031234,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,14,4,10,0,4,0,0,0,0,0,26,3,16,5,10,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,135,437,52,42,156,15,5,6,8,850,38,363,99,289,99,112,57,95,16,1165,0,3,3,0,0,0,0,0,13,26,459,2423,728,1244,778,345,291,539,83,6892
111031235,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,5,0,10,4,0,37,8,10,12,0,3,0,14,7,0,64,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,326,669,85,62,336,61,4,4,32,1591,63,113,95,219,79,55,102,119,8,851,0,0,0,0,0,0,0,0,6,14,946,1339,1062,856,864,401,557,559,96,6680
