edge_id,osm_way_id,name,road_class,length_m,corridor_class,is_corridor_trunk,dist_to_alignment_m,oneway_flag,oneway_source,num_lanes_per_dir,num_lanes_source,speed_limit_kmh,speed_limit_source,lane_width_m,lane_width_source,turn_lanes,turn_lanes_source,kerbside_use,kerbside_source,capacity_veh_hr_lane,capacity_source,dist_to_S2c_m,dist_to_S4_m,dist_to_S5_m,dist_to_base2026_m,scenario_variant_ref
w688558132,688558132,Tudor Street,primary,40.3,parallel,0,386.6,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,386.6,184.9,184.9,386.6,base2026
w261326142,261326142,Parry Street,tertiary,48.8,parallel,0,388.0,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,388.0,401.6,401.6,388.0,base2026
w32777006,32777006,Railway Street,residential,336.5,parallel,0,391.7,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,391.7,390.6,390.6,391.7,base2026
w862909825,862909825,Stewart Avenue,trunk,82.9,parallel,0,392.1,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,392.1,392.8,392.8,392.1,base2026
w18400367,18400367,Church Street,residential,291.9,parallel,0,395.1,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,395.1,289.1,289.1,395.1,base2026
w5363960,5363960,Stewart Avenue,trunk,9.6,parallel,0,396.0,1,osm,5.0,osm,60.0,osm,3.2,imputed_rule,left|none|none|right|right,osm,unknown,imputed_rule,1800,imputed_rule,396.0,396.4,396.4,396.0,base2026
w1323937982,1323937982,Parry Street,tertiary,8.0,parallel,0,398.5,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,398.5,413.4,413.4,398.5,base2026
w261326140,261326140,Parry Street,tertiary,48.3,parallel,0,400.9,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,400.9,415.8,415.8,400.9,base2026
w261326141,261326141,Parry Street,tertiary,46.2,parallel,0,400.9,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,400.9,415.8,415.8,400.9,base2026
w508425412,508425412,Stewart Avenue,trunk,67.7,parallel,0,405.3,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,405.3,405.7,405.7,405.3,base2026
w532942997,532942997,Parry Street,tertiary,9.6,parallel,0,410.5,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,410.5,424.3,424.3,410.5,base2026
w925512790,925512790,Parry Street,tertiary,6.9,parallel,0,411.5,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,411.5,425.2,425.2,411.5,base2026
w862909795,862909795,Parry Street,tertiary,8.6,parallel,0,412.8,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,412.8,426.7,426.7,412.8,base2026
w570069737,570069737,Tudor Street,trunk,13.6,parallel,0,413.0,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,413.0,213.0,213.0,413.0,base2026
w570069741,570069741,Parry Street,trunk,15.9,parallel,0,413.0,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,413.0,211.7,211.7,413.0,base2026
w261326139,261326139,Parry Street,tertiary,26.8,parallel,0,417.1,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,417.1,430.8,430.8,417.1,base2026
w261326145,261326145,Parry Street,tertiary,9.9,parallel,0,417.1,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,417.1,430.8,430.8,417.1,base2026
w862909796,862909796,Parry Street,tertiary,10.2,parallel,0,420.8,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,420.8,434.7,434.7,420.8,base2026
w1110319538,1110319538,Union Street,secondary,61.5,parallel,0,424.0,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,424.0,445.8,445.8,424.0,base2026
w261326138,261326138,Parry Street,tertiary,29.3,parallel,0,424.6,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,424.6,438.4,438.4,424.6,base2026
w326871088,326871088,Parry Street,trunk,60.2,parallel,0,425.9,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,425.9,200.6,200.6,425.9,base2026
w569092891,569092891,Tudor Street,trunk,11.3,parallel,0,425.9,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,425.9,211.7,211.7,425.9,base2026
w569683791,569683791,Parry Street,trunk,15.0,parallel,0,426.3,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,426.3,218.7,218.7,426.3,base2026
w569683792,569683792,Tudor Street,primary,132.2,parallel,0,426.3,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,426.3,222.6,222.6,426.3,base2026
w175997007,175997007,Parry Street,tertiary,19.2,parallel,0,429.6,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,429.6,442.5,442.5,429.6,base2026
w862909801,862909801,Parry Street,tertiary,20.7,parallel,0,436.0,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,436.0,448.3,448.3,436.0,base2026
w569092893,569092893,Parry Street,trunk,175.4,parallel,0,436.9,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,436.9,186.0,186.0,436.9,base2026
w688558218,688558218,Tudor Street,primary,99.1,parallel,0,436.9,1,osm,4.0,osm,60.0,osm,3.2,imputed_rule,none|none|right|right,osm,unknown,imputed_rule,1600,imputed_rule,436.9,218.7,218.7,436.9,base2026
w380459179,380459179,Parry Street,tertiary,262.3,parallel,0,442.7,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,442.7,454.2,454.2,442.7,base2026
w32612977,32612977,Stewart Avenue,trunk,340.6,parallel,0,472.3,0,imputed_rule,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,472.3,472.8,472.8,472.3,base2026
w419699914,419699914,Parry Street,trunk,202.2,parallel,0,473.5,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,473.5,131.7,131.7,473.5,base2026
w398833277,398833277,Union Street,secondary,40.9,parallel,0,484.9,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,484.9,498.1,498.1,484.9,base2026
w1485932236,1485932236,Newcomen Street,residential,142.9,parallel,0,485.0,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,485.0,474.8,474.8,485.0,base2026
w791567262,791567262,Watt Street,secondary,143.1,parallel,0,487.7,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,487.7,483.4,483.4,487.7,base2026
w900576101,900576101,Wharf Road,tertiary,30.6,parallel,0,496.3,0,imputed_rule,1.0,osm,30.0,osm,10.0,osm,,absent,clearway,osm,1200,imputed_rule,496.3,519.8,519.8,496.3,base2026
w26210838,26210838,Denison Street,residential,646.4,parallel,0,506.0,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,506.0,493.2,493.2,506.0,base2026
w195910730,195910730,Wharf Road,tertiary,13.2,parallel,0,511.5,0,imputed_rule,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,clearway,osm,1200,imputed_rule,511.5,537.3,537.3,511.5,base2026
w900576102,900576102,Wharf Road,tertiary,12.5,parallel,0,517.8,0,imputed_rule,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,clearway,osm,1200,imputed_rule,517.8,544.6,544.6,517.8,base2026
w900576103,900576103,Wharf Road,tertiary,6.8,parallel,0,523.7,0,imputed_rule,1.0,imputed_rule,15.0,osm,3.2,imputed_rule,,absent,clearway,osm,1200,imputed_rule,523.7,551.4,551.4,523.7,base2026
w669978037,669978037,Union Street,secondary,18.0,parallel,0,525.4,1,osm,1.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,525.4,532.6,532.6,525.4,base2026
w669978044,669978044,Union Street,secondary,18.5,parallel,0,525.4,1,osm,1.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,525.4,532.6,532.6,525.4,base2026
w291701228,291701228,Wharf Road,tertiary,27.9,parallel,0,526.8,0,imputed_rule,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,clearway,osm,1200,imputed_rule,526.8,555.0,555.0,526.8,base2026
w573328865,573328865,Tudor Street,primary,24.5,parallel,0,534.5,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,534.5,284.1,284.1,534.5,base2026
w669978042,669978042,Parry Street,tertiary,21.2,parallel,0,536.7,1,osm,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,536.7,537.1,537.1,536.7,base2026
w669978043,669978043,Parry Street,tertiary,19.9,parallel,0,536.7,1,osm,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,536.7,537.1,537.1,536.7,base2026
w846670578,846670578,Wharf Road,tertiary,29.7,parallel,0,537.6,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,clearway,osm,1200,imputed_rule,537.6,567.8,567.8,537.6,base2026
w846670579,846670579,Wharf Road,tertiary,23.8,parallel,0,537.6,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,clearway,osm,1200,imputed_rule,537.6,567.8,567.8,537.6,base2026
w669978040,669978040,Parry Street,residential,19.8,parallel,0,544.1,1,osm,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,544.1,552.1,552.1,544.1,base2026
w794204304,794204304,Denison Street,secondary,159.2,parallel,0,552.5,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,552.5,393.4,393.4,552.5,base2026
w18064819,18064819,Parry Street,residential,593.1,parallel,0,552.6,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,552.6,567.1,567.1,552.6,base2026
w669978041,669978041,Parry Street,residential,18.1,parallel,0,552.6,1,osm,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,552.6,562.9,562.9,552.6,base2026
w573328870,573328870,Tudor Street,primary,82.5,parallel,0,557.1,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,557.1,309.1,309.1,557.1,base2026
w669978038,669978038,Union Street,secondary,23.4,parallel,0,557.6,1,osm,1.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,557.6,563.7,563.7,557.6,base2026
w669978039,669978039,Union Street,secondary,21.0,parallel,0,557.7,1,osm,1.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,557.7,559.3,559.3,557.7,base2026
w570051316,570051316,Tudor Street,primary,126.9,parallel,0,558.7,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,558.7,300.6,300.6,558.7,base2026
w884004470,884004470,Maitland Road,primary,13.6,corridor_trunk:S4;corridor_trunk:S5,1,565.6,0,imputed_rule,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,565.6,41.1,41.1,565.6,base2026
w380459180,380459180,Union Street,secondary,184.3,parallel,0,578.3,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,578.3,579.5,579.5,578.3,base2026
w1329808181,1329808181,Maitland Road,primary,7.2,corridor_trunk:S4;corridor_trunk:S5,1,579.1,0,imputed_rule,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,579.1,40.6,40.6,579.1,base2026
w24027917,24027917,Selma Street,secondary,88.0,corridor_trunk:S4;corridor_trunk:S5,1,579.1,1,osm,3.0,osm,50.0,osm,3.2,imputed_rule,none|none|right,osm,unknown,imputed_rule,1400,imputed_rule,579.1,41.1,41.1,579.1,base2026
w703369999,703369999,Parry Street,trunk,18.1,parallel,0,581.2,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,none|none|right,osm,unknown,imputed_rule,1800,imputed_rule,581.2,180.3,180.3,581.2,base2026
w895380205,895380205,Bull Street,residential,25.6,parallel,0,583.0,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,583.0,598.9,598.9,583.0,base2026
w895380206,895380206,Darby Street,secondary,11.0,parallel,0,583.0,0,imputed_rule,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,583.0,598.9,598.9,583.0,base2026
w31731494,31731494,Maitland Road,primary,28.1,corridor_trunk:S4;corridor_trunk:S5,1,586.2,0,imputed_rule,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,586.2,40.1,40.1,586.2,base2026
w418259507,418259507,Selma Street,secondary,30.8,corridor_trunk:S4;corridor_trunk:S5,1,586.2,1,osm,1.0,osm,60.0,imputed_rule,3.2,imputed_rule,right,osm,unknown,imputed_rule,1400,imputed_rule,586.2,40.6,40.6,586.2,base2026
w895380203,895380203,Bull Street,residential,25.9,parallel,0,590.9,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,590.9,608.3,608.3,590.9,base2026
w895380208,895380208,Darby Street,secondary,28.1,parallel,0,590.9,0,imputed_rule,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,590.9,608.3,608.3,590.9,base2026
w703369998,703369998,Parry Street,trunk,22.8,parallel,0,595.6,1,osm,4.0,osm,60.0,osm,3.2,imputed_rule,none|none|none|right,osm,unknown,imputed_rule,1800,imputed_rule,595.6,169.0,169.0,595.6,base2026
w1455120065,1455120065,Hannell Street,trunk,82.3,parallel,0,596.6,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,596.6,533.8,533.8,596.6,base2026
w895380204,895380204,Bull Street,residential,40.1,parallel,0,603.8,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,603.8,615.8,615.8,603.8,base2026
w1324603437,1324603437,Darby Street,secondary,44.6,parallel,0,611.0,0,imputed_rule,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,611.0,632.3,632.3,611.0,base2026
w261325174,261325174,Parry Street,trunk,30.5,parallel,0,611.5,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,none|none|right,osm,unknown,imputed_rule,1800,imputed_rule,611.5,149.6,149.6,611.5,base2026
w262148522,262148522,Maitland Road,primary,55.5,corridor_trunk:S4;corridor_trunk:S5,1,614.2,0,imputed_rule,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,614.2,28.3,28.3,614.2,base2026
w172992657,172992657,Newcomen Street,residential,53.2,parallel,0,622.3,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,622.3,610.8,610.8,622.3,base2026
w261325173,261325173,Parry Street,trunk,12.4,parallel,0,627.7,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,627.7,123.6,123.6,627.7,base2026
w1324584324,1324584324,Parry Street,trunk,10.7,parallel,0,629.2,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,none|none|right,osm,unknown,imputed_rule,1800,imputed_rule,629.2,143.0,143.0,629.2,base2026
w32776893,32776893,Bull Street,residential,73.0,parallel,0,632.3,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,632.3,638.0,638.0,632.3,base2026
w1319744853,1319744853,Parry Street,trunk,13.4,parallel,0,635.1,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,635.1,113.8,113.8,635.1,base2026
w261325175,261325175,Parry Street,trunk,12.6,parallel,0,635.3,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,635.3,133.7,133.7,635.3,base2026
w447140670,447140670,Railway Street,residential,238.1,parallel,0,635.4,0,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,635.4,640.5,640.5,635.4,base2026
w688558217,688558217,Tudor Street,primary,48.5,parallel,0,639.2,1,osm,4.0,osm,60.0,osm,3.2,imputed_rule,none|none|none|right,osm,unknown,imputed_rule,1600,imputed_rule,639.2,362.3,362.3,639.2,base2026
w418259504,418259504,Parry Street,trunk,75.7,parallel,0,642.1,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,642.1,80.2,80.2,642.1,base2026
w200884480,200884480,Darby Street,secondary,155.8,parallel,0,642.5,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,642.5,670.2,670.2,642.5,base2026
w173254624,173254624,Parry Street,trunk,27.8,parallel,0,642.6,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,642.6,94.3,94.3,642.6,base2026
w1002989415,1002989415,Railway Street,residential,173.7,parallel,0,652.0,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,652.0,478.5,478.5,652.0,base2026
w38575730,38575730,Donald Street,trunk,295.2,corridor_trunk:S4;corridor_trunk:S5,1,658.8,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,658.8,5.9,5.9,658.8,base2026
w688558128,688558128,Maitland Road,primary,41.1,corridor_trunk:S4;corridor_trunk:S5,1,666.5,0,imputed_rule,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,666.5,9.9,9.9,666.5,base2026
w1324859474,1324859474,Hannell Street,trunk,7.8,parallel,0,672.1,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,672.1,586.9,586.9,672.1,base2026
w570051317,570051317,Tudor Street,primary,9.3,parallel,0,684.7,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,684.7,382.4,382.4,684.7,base2026
w33041276,33041276,Donald Street,trunk,199.9,corridor_trunk:S4;corridor_trunk:S5,1,686.1,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,686.1,15.7,15.7,686.1,base2026
w573328862,573328862,Tudor Street,primary,9.4,parallel,0,687.5,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,687.5,393.4,393.4,687.5,base2026
w31731495,31731495,Maitland Road,primary,25.6,corridor_trunk:S4;corridor_trunk:S5,1,692.5,0,imputed_rule,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,692.5,11.1,11.1,692.5,base2026
w688558216,688558216,Tudor Street,primary,52.3,parallel,0,694.1,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,none|none|right,osm,unknown,imputed_rule,1600,imputed_rule,694.1,387.7,387.7,694.1,base2026
w307584580,307584580,Tudor Street,primary,133.0,parallel,0,697.0,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,697.0,398.1,398.1,697.0,base2026
w261325293,261325293,Maitland Road,primary,135.4,corridor_trunk:S4;corridor_trunk:S5,1,704.1,0,imputed_rule,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,704.1,26.9,26.9,704.1,base2026
w173150808,173150808,Hannell Street,trunk,551.8,parallel,0,710.6,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,710.6,610.5,610.5,710.6,base2026
w897358618,897358618,Denison Street,secondary,19.8,parallel,0,711.5,1,osm,2.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,711.5,498.1,498.1,711.5,base2026
w897358619,897358619,Denison Street,secondary,17.1,parallel,0,711.5,1,osm,2.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,711.5,498.1,498.1,711.5,base2026
w173448469,173448469,Hannell Street,trunk,547.6,parallel,0,720.0,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,720.0,633.6,633.6,720.0,base2026
w307584583,307584583,Tudor Street,primary,372.2,parallel,0,745.2,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,745.2,406.8,406.8,745.2,base2026
w896068795,896068795,Denison Street,residential,27.7,parallel,0,746.5,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,746.5,511.9,511.9,746.5,base2026
w862909791,862909791,Union Street,secondary,30.2,parallel,0,746.8,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,746.8,745.0,745.0,746.8,base2026
w896068796,896068796,Denison Street,residential,28.4,parallel,0,752.2,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,752.2,526.1,526.1,752.2,base2026
w243292587,243292587,Darby Street,secondary,495.3,parallel,0,753.6,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,753.6,802.4,802.4,753.6,base2026
w532943027,532943027,Denison Street,residential,98.3,parallel,0,774.0,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,774.0,528.0,528.0,774.0,base2026
w862909794,862909794,Union Street,secondary,34.1,parallel,0,774.9,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,774.9,773.1,773.1,774.9,base2026
w508425416,508425416,Stewart Avenue,trunk,22.5,parallel,0,804.0,0,imputed_rule,2.5,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,804.0,805.5,805.5,804.0,base2026
w862909792,862909792,Union Street,secondary,16.2,parallel,0,806.4,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,806.4,804.8,804.8,806.4,base2026
w862909793,862909793,Union Street,secondary,63.8,parallel,0,821.1,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,821.1,819.8,819.8,821.1,base2026
w1449300820,1449300820,Tudor Street,primary,69.1,parallel,0,825.9,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,825.9,441.8,441.8,825.9,base2026
w508425418,508425418,Stewart Avenue,trunk,82.8,parallel,0,826.2,0,imputed_rule,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,826.2,827.6,827.6,826.2,base2026
w652279951,652279951,National Park Street,residential,10.7,parallel,0,835.4,1,osm,1.0,imputed_rule,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,835.4,844.8,844.8,835.4,base2026
w652279953,652279953,National Park Street,residential,10.5,parallel,0,835.4,1,osm,1.0,imputed_rule,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,835.4,844.8,844.8,835.4,base2026
w703370003,703370003,Donald Street,trunk,52.3,corridor_trunk:S4;corridor_trunk:S5,1,860.5,1,osm,4.0,osm,60.0,osm,3.2,imputed_rule,none|none|none|right,osm,unknown,imputed_rule,1800,imputed_rule,860.5,16.4,16.4,860.5,base2026
w1449300821,1449300821,Denison Street,residential,68.5,parallel,0,863.7,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,863.7,556.8,556.8,863.7,base2026
w652279954,652279954,National Park Street,residential,17.0,parallel,0,874.6,1,osm,1.0,imputed_rule,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,874.6,882.9,882.9,874.6,base2026
w652279955,652279955,National Park Street,residential,16.5,parallel,0,876.1,1,osm,1.0,imputed_rule,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,876.1,884.8,884.8,876.1,base2026
w508425381,508425381,Union Street,secondary,153.0,parallel,0,879.7,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,879.7,879.6,879.6,879.7,base2026
w611263047,611263047,National Park Street,residential,44.6,parallel,0,891.5,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,891.5,899.7,899.7,891.5,base2026
w1292951269,1292951269,Tudor Street,primary,111.6,parallel,0,892.8,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,892.8,461.9,461.9,892.8,base2026
w508425421,508425421,Stewart Avenue,trunk,22.1,parallel,0,907.6,0,imputed_rule,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,907.6,908.5,908.5,907.6,base2026
w703370004,703370004,Donald Street,trunk,135.9,corridor_trunk:S4;corridor_trunk:S5,1,912.8,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,912.8,18.3,18.3,912.8,base2026
