node_id,lat,lon,direction,signal_type,ped_phase_flag,button_operated,name
12075041007,-32.9314076,151.7146761,forward,signal,-1,,
11987151249,-32.9223211,151.7152536,forward,,-1,,
12363563790,-32.9222247,151.7149885,forward,signal,-1,,
12363563791,-32.9221313,151.7151633,forward,signal,-1,,
12363590624,-32.9220576,151.7132622,forward,signal,-1,,
12363590628,-32.9221013,151.7135633,backward,signal,-1,,
12363590633,-32.922184,151.713429,backward,signal,-1,,
2608920682,-32.9290886,151.7158443,forward,signal,-1,,
11337980184,-32.9288764,151.7159935,backward,,-1,,
11337980186,-32.9291423,151.7160448,forward,signal,-1,,
8752884340,-32.9341519,151.7259044,forward,signal,-1,,
11222264391,-32.934238,151.7257604,forward,signal,-1,,
11222264393,-32.934273,151.7259874,backward,signal,-1,,
11222264394,-32.9343535,151.7258602,forward,signal,-1,,
