building_id,lat,lon,footprint_m2,levels,levels_source,gross_floor_area_m2,building_type,shop,amenity,name,year
b769873004,-32.9239259,151.7239957,443.6,2,assumed,887.1,yes,,veterinary,Animal Referral and Emergency Centre,2026
b769873005,-32.9238121,151.7240687,102.5,1,assumed,102.5,house,,brothel,A1 Best,2026
b769873008,-32.9235722,151.7236972,106.6,1,assumed,106.6,house,,,,2026
b847589501,-32.9264584,151.7236049,202.5,2,assumed,405.1,yes,,,,2026
b847589531,-32.9269773,151.7232971,111.1,2,assumed,222.3,yes,,,,2026
b847589541,-32.9270766,151.7234863,34.2,2,assumed,68.4,yes,,,,2026
b847589549,-32.9272005,151.7227303,181.5,2,assumed,363.0,yes,,,,2026
b847589561,-32.926952,151.7225779,214.9,2,assumed,429.8,yes,,,,2026
b847589600,-32.927852,151.7225315,193.0,2,assumed,386.1,yes,,,,2026
b847589828,-32.9280737,151.722521,130.9,2,assumed,261.8,yes,,,,2026
b985087443,-32.9250047,151.7231858,3212.1,2,assumed,6424.3,yes,,,ARTC Network Control Center North,2026
b1246012421,-32.9238275,151.7271667,4.6,2,assumed,9.3,yes,,shelter,,2026
b1246012422,-32.9237285,151.7263032,4.8,2,assumed,9.5,yes,,shelter,,2026
b1263561846,-32.9242183,151.7277072,1132.3,2,assumed,2264.6,school,,,,2026
b1263561847,-32.9245647,151.7284144,1473.1,2,assumed,2946.1,school,,,,2026
b1263561848,-32.9247021,151.7278534,765.5,2,assumed,1530.9,school,,,,2026
b1263561849,-32.9245285,151.7273891,650.3,2,assumed,1300.6,school,,,,2026
b1263561850,-32.9244124,151.7276746,167.8,2,assumed,335.7,school,,,,2026
b1263561851,-32.9242063,151.7265841,1097.6,2,assumed,2195.2,school,,,,2026
b1284822690,-32.9282394,151.7288524,72.1,2,assumed,144.2,yes,,,,2026
b1284822691,-32.9283921,151.7285088,384.4,2,assumed,768.9,yes,,,,2026
b1284822692,-32.9284414,151.7283611,21.6,2,assumed,43.1,roof,,,,2026
b1284822695,-32.9280572,151.7287231,180.6,2,assumed,361.3,yes,,,,2026
b718313493,-32.9184211,151.7213801,1259.5,2,assumed,2519.0,school,,,,2026
b718313506,-32.9205475,151.7223215,146.8,2,assumed,293.5,yes,,,,2026
b1208069126,-32.9157408,151.7216436,175.5,1,assumed,175.5,house,,,,2026
b1208069127,-32.9157984,151.7215469,15.5,2,assumed,31.0,shed,,,,2026
b1208511644,-32.9155359,151.7222131,120.3,1,assumed,120.3,house,,,,2026
b1208511649,-32.9156322,151.722313,5.1,2,assumed,10.2,roof,,,,2026
b1209531617,-32.9158172,151.7217756,180.4,1,assumed,180.4,house,,,,2026
b1209531618,-32.9158725,151.7217863,49.5,2,assumed,99.1,roof,,,,2026
b1209531619,-32.9158403,151.721869,23.4,2,assumed,46.9,garage,,,,2026
b1209531620,-32.915884,151.7219217,179.9,1,assumed,179.9,house,,,,2026
b1209531621,-32.9159322,151.721919,29.2,2,assumed,58.4,roof,,,,2026
b1209531622,-32.915967,151.7220639,121.4,1,assumed,121.4,house,,,,2026
b1209531623,-32.9159438,151.7221203,19.4,2,assumed,38.8,roof,,,,2026
b1209531624,-32.9160092,151.7222235,111.1,1,assumed,111.1,house,,,,2026
b1209531646,-32.9163073,151.7222931,121.2,2,assumed,242.4,shed,,,,2026
b1209531647,-32.9163283,151.7222249,69.2,2,assumed,138.4,shed,,,,2026
b1209531648,-32.9161986,151.7222873,33.7,2,assumed,67.3,shed,,,,2026
b1209531649,-32.916294,151.722182,42.6,2,assumed,85.3,shed,,,,2026
b1209531650,-32.9161297,151.7222229,28.8,2,assumed,57.5,garage,,,,2026
b1209531651,-32.9162022,151.7219748,42.0,2,assumed,84.0,shed,,,,2026
b1209531652,-32.9162371,151.7218986,20.6,2,assumed,41.2,shed,,,,2026
b1209531653,-32.9161541,151.7218066,45.2,2,assumed,90.5,garage,,,,2026
b1209531654,-32.915996,151.7217219,63.5,2,assumed,127.0,garage,,,,2026
b1209531655,-32.9160882,151.7216813,18.0,2,assumed,36.1,shed,,,,2026
b1209531656,-32.9159914,151.7215327,30.2,2,assumed,60.3,yes,,,,2026
b1209531657,-32.9160024,151.7215883,8.3,2,assumed,16.6,yes,,,,2026
b1209531659,-32.9162898,151.7214767,77.7,2,assumed,155.3,garage,,,,2026
b1209531660,-32.9164598,151.7214629,224.7,1,assumed,224.7,house,,,,2026
b1209531661,-32.91638,151.7215583,29.8,2,assumed,59.6,shed,,,,2026
b1209531662,-32.916561,151.7215632,141.2,1,assumed,141.2,house,,,,2026
b1209531663,-32.9164692,151.7216298,47.3,2,assumed,94.7,yes,,,,2026
b1209531664,-32.9163311,151.7217229,62.2,1,assumed,62.2,house,,,,2026
b1209531665,-32.9163557,151.721771,62.2,1,assumed,62.2,house,,,,2026
b1209531666,-32.9163463,151.7216601,22.5,2,assumed,45.0,garage,,,,2026
b1209531667,-32.9164087,151.7217843,22.7,2,assumed,45.4,garage,,,,2026
b1209531668,-32.9166389,151.7217486,238.1,1,assumed,238.1,house,,,,2026
b1209531669,-32.9164982,151.7219148,82.1,1,assumed,82.1,house,,,,2026
b1209531670,-32.9165126,151.7220381,195.1,1,assumed,195.1,house,,,,2026
b1209531671,-32.9165326,151.7221066,18.3,2,assumed,36.6,garage,,,,2026
b1209531673,-32.9165861,151.7219328,8.3,2,assumed,16.5,shed,,,,2026
b1209531674,-32.9167272,151.7218942,179.2,1,assumed,179.2,house,,,,2026
b1209531675,-32.9168128,151.7220603,233.3,1,assumed,233.3,house,,,,2026
b1209531676,-32.9167528,151.7221667,25.2,2,assumed,50.3,shed,,,,2026
b1209531677,-32.9166883,151.7220578,8.3,2,assumed,16.6,shed,,,,2026
b1209531678,-32.9168052,151.7222306,62.7,1,assumed,62.7,house,,,,2026
b1209531679,-32.9166986,151.7222193,208.9,1,assumed,208.9,house,,,,2026
b1209531680,-32.9166185,151.7220805,60.9,2,assumed,121.8,shed,,,,2026
b1209531683,-32.9165341,151.7222412,30.2,2,assumed,60.5,shed,,,,2026
b1209531684,-32.9165895,151.7223111,102.7,2,assumed,205.5,yes,,,,2026
b1209531685,-32.9165603,151.7222105,10.6,2,assumed,21.1,shed,,,,2026
b1211745303,-32.918225,151.7220616,633.3,2,assumed,1266.7,school,,,,2026
b1211745304,-32.917902,151.7216352,1079.2,2,assumed,2158.4,school,,,,2026
b1211745305,-32.9181495,151.7216586,343.1,2,assumed,686.3,school,,,,2026
b1211745307,-32.9177054,151.7219358,586.1,2,assumed,1172.1,school,,,,2026
b1211745308,-32.9175439,151.7216423,591.4,2,assumed,1182.8,school,,,,2026
b1211745310,-32.9179536,151.7218439,796.8,2,assumed,1593.5,yes,,,,2026
b1211745311,-32.9177168,151.7216062,353.5,2,assumed,707.0,roof,,,,2026
b307583019,-32.9174112,151.7260165,1248.0,3,assumed,3743.9,commercial,sports,,Hunter Sports Superstore,2026
b307583022,-32.9166102,151.7254618,216.3,3,assumed,648.9,commercial,,,,2026
b307583023,-32.9161817,151.7261057,747.9,3,assumed,2243.6,commercial,,,Andor IT,2026
b307583025,-32.9162033,151.7257134,295.8,3,assumed,887.4,commercial,,,,2026
b307583026,-32.9168557,151.7255868,1463.1,3,assumed,4389.2,commercial,electronics,,Newcastle Colour TV Co,2026
b307583027,-32.9160755,151.7258011,599.6,3,assumed,1798.9,commercial,,,,2026
b307583029,-32.9165983,151.7262132,1896.0,2,assumed,3792.0,hangar,,,Planet Fitness,2026
b328124220,-32.921331,151.7252493,214.5,2,assumed,428.9,yes,,,,2026
b328124221,-32.9209154,151.7253024,1755.2,2,assumed,3510.5,yes,,,,2026
b332232532,-32.9165047,151.7268224,389.4,1.0,osm,389.4,commercial,,,Newcastle Supa Putt,2026
b619451098,-32.9187857,151.7264388,13275.0,2,assumed,26550.1,grandstand,,,,2026
b718313494,-32.9179086,151.7227455,920.2,2,assumed,1840.4,school,,,,2026
b718313495,-32.916895,151.722933,148.7,2,assumed,297.4,yes,,,,2026
b718313496,-32.9168464,151.7230862,215.4,2,assumed,430.8,yes,,,,2026
b718313497,-32.9177813,151.7242667,276.2,2,assumed,552.4,roof,,,,2026
b718313498,-32.9177171,151.7240408,153.3,1,assumed,153.3,house,,,,2026
b718313499,-32.9182268,151.7238875,138.8,2,assumed,277.6,yes,,,,2026
b718313500,-32.9184164,151.7237871,49.3,2,assumed,98.7,yes,,,,2026
b718313501,-32.9202507,151.7230513,175.1,2,assumed,350.2,yes,,,,2026
b718313502,-32.9207054,151.7229598,194.6,2,assumed,389.1,yes,,,,2026
b718313503,-32.9206974,151.7231374,34.9,2,assumed,69.8,yes,,,,2026
b718313504,-32.921015,151.7228937,107.3,2,assumed,214.5,yes,,,,2026
b718313505,-32.9206446,151.7234503,142.8,2,assumed,285.6,yes,,,,2026
b718313507,-32.9202458,151.7226013,120.5,2,assumed,241.0,yes,,,,2026
b902238102,-32.9175696,151.7243684,247.3,2,assumed,494.6,yes,,,,2026
b1034029064,-32.9201727,151.727689,198.7,2,assumed,397.5,carport,,,,2026
b1034029065,-32.920038,151.7272897,1853.9,2,assumed,3707.8,yes,,,,2026
b1070119247,-32.921536,151.7252112,51.5,2,assumed,103.0,yes,,,,2026
b1070119248,-32.9215544,151.7253183,61.1,2,assumed,122.3,yes,,,,2026
b1070119249,-32.9215726,151.7254186,61.1,2,assumed,122.1,yes,,,,2026
b1070119256,-32.9218922,151.725029,165.1,2,assumed,330.3,yes,,,,2026
b1070119261,-32.9208284,151.7243964,134.4,2,assumed,268.7,yes,,,,2026
b1070119271,-32.9210711,151.7261586,98.7,2,assumed,197.3,yes,,,,2026
b1080848838,-32.9163702,151.7267818,415.7,2,assumed,831.4,roof,,,,2026
b1095501093,-32.9166813,151.727358,440.9,2,assumed,881.8,yes,,,,2026
b1208511655,-32.9156907,151.7224965,138.9,1,assumed,138.9,house,,,,2026
b1208511656,-32.915676,151.722458,13.9,2,assumed,27.8,roof,,,,2026
b1208511657,-32.9156233,151.7225315,40.1,2,assumed,80.1,roof,,,,2026
b1208511658,-32.9156087,151.7224467,21.7,2,assumed,43.4,roof,,,,2026
b1208511659,-32.915549,151.7224896,14.1,2,assumed,28.2,shed,,,,2026
b1208511660,-32.9157324,151.7225752,51.5,2,assumed,103.0,shed,,,,2026
b1208511661,-32.915645,151.7226379,22.2,2,assumed,44.3,shed,,,,2026
b1208511662,-32.9155701,151.7226926,23.9,2,assumed,47.7,shed,,,,2026
b1208511666,-32.9155159,151.7225423,19.2,2,assumed,38.4,shed,,,,2026
b1208612680,-32.9155641,151.7229914,91.7,1,assumed,91.7,house,,,,2026
b1208612681,-32.915615,151.7229487,42.4,2,assumed,84.7,roof,,,,2026
b1208612682,-32.9156303,151.72285,30.6,2,assumed,61.1,garage,,,,2026
b1208612683,-32.915698,151.7229212,36.7,2,assumed,73.3,shed,,,,2026
b1208612684,-32.9156299,151.7230903,146.3,1,assumed,146.3,house,,,,2026
b1208612685,-32.9157419,151.7230368,118.5,2,assumed,236.9,shed,,,,2026
b1208612686,-32.9156783,151.7229893,5.2,2,assumed,10.4,roof,,,,2026
b1208612687,-32.9157542,151.7226506,117.0,2,assumed,234.0,shed,,,,2026
b1208612690,-32.915812,151.7227794,228.5,1,assumed,228.5,house,,,,2026
b1208612691,-32.9158682,151.7228177,33.7,2,assumed,67.4,shed,,,,2026
b1208612692,-32.9157348,151.7229099,5.3,2,assumed,10.7,shed,,,,2026
b1208612693,-32.9159026,151.7229074,163.4,1,assumed,163.4,house,,,,2026
b1208612694,-32.9158256,151.7230283,49.5,2,assumed,98.9,shed,,,,2026
b1208612695,-32.9158767,151.7230094,13.3,2,assumed,26.6,shed,,,,2026
b1208612696,-32.9159864,151.7230285,123.2,1,assumed,123.2,house,,,,2026
b1208612697,-32.9159105,151.7230542,14.1,2,assumed,28.1,roof,,,,2026
b1208612698,-32.9158662,151.7231348,64.2,2,assumed,128.4,shed,,,,2026
b1208612699,-32.915719,151.7232296,199.6,1,assumed,199.6,house,,,,2026
b1208612702,-32.9157888,151.7231246,11.8,2,assumed,23.7,shed,,,,2026
b1208612703,-32.916014,151.7231721,222.2,1,assumed,222.2,house,,,,2026
b1208612704,-32.9159322,151.7232777,25.4,2,assumed,50.9,yes,,,,2026
b1208612705,-32.9159752,151.723333,56.5,2,assumed,113.1,garage,,,,2026
b1208612706,-32.9161043,151.7232822,119.5,1,assumed,119.5,house,,,,2026
b1208612707,-32.9160432,151.7233262,16.4,2,assumed,32.9,roof,,,,2026
b1208612708,-32.9157578,151.7233549,115.7,1,assumed,115.7,house,,,,2026
b1208612709,-32.9158812,151.7233038,37.3,2,assumed,74.6,garage,,,,2026
b1208612710,-32.9158106,151.7234635,104.0,1,assumed,104.0,house,,,,2026
b1208612711,-32.9158636,151.7234228,22.1,2,assumed,44.1,roof,,,,2026
b1208612712,-32.9159414,151.7234238,31.5,2,assumed,63.1,garage,,,,2026
b1208612713,-32.9158631,151.7235867,95.7,1,assumed,95.7,house,,,,2026
b1208612714,-32.9158359,151.7236344,6.8,2,assumed,13.6,roof,,,,2026
b1208612715,-32.9159095,151.7235552,18.4,2,assumed,36.8,roof,,,,2026
b1208612716,-32.915966,151.7235567,62.2,2,assumed,124.5,roof,,,,2026
b1208612717,-32.9160317,151.7237182,175.0,1,assumed,175.0,house,,,,2026
b1208612718,-32.9160676,151.7236519,80.7,2,assumed,161.4,yes,,,,2026
b1208612719,-32.9161178,151.7235955,110.7,1,assumed,110.7,house,,,,2026
b1208612720,-32.916081,151.7235236,22.0,2,assumed,44.0,roof,,,,2026
b1208612721,-32.9161612,151.7235589,23.8,2,assumed,47.7,garage,,,,2026
b1208612722,-32.9161892,151.7234083,117.3,1,assumed,117.3,house,,,,2026
b1208612723,-32.9161688,151.7234746,3.1,2,assumed,6.3,roof,,,,2026
b1208612724,-32.9162235,151.7234551,4.5,2,assumed,9.0,roof,,,,2026
b1208612725,-32.9161338,151.723436,11.6,2,assumed,23.3,yes,,,,2026
b1208612726,-32.9161248,151.7233551,49.4,2,assumed,98.9,garage,,,,2026
b1208612727,-32.9160699,151.7234251,74.1,2,assumed,148.1,yes,,,,2026
b1208612728,-32.9160244,151.7234805,31.1,2,assumed,62.1,yes,,,,2026
b1208612729,-32.9159795,151.7238404,141.6,1,assumed,141.6,house,,,,2026
b1208612730,-32.9159152,151.7237131,111.5,2,assumed,223.1,yes,,,,2026
b1208613199,-32.9164944,151.7238561,228.6,1,assumed,228.6,house,,,,2026
b1208613200,-32.9165779,151.7236917,226.4,1,assumed,226.4,house,,,,2026
b1208613201,-32.9164666,151.7237255,49.0,2,assumed,98.1,yes,,,,2026
b1208613202,-32.9166035,151.7238204,49.1,2,assumed,98.2,yes,,,,2026
b1208613204,-32.9168325,151.7239858,122.9,1,assumed,122.9,house,,,,2026
b1208613205,-32.9167394,151.7240685,89.9,1,assumed,89.9,house,,,,2026
b1208875691,-32.9155326,151.7235644,30.2,2,assumed,60.5,roof,,,,2026
b1208875694,-32.9155479,151.7236594,129.8,1,assumed,129.8,house,,,,2026
b1208875695,-32.9154818,151.7236894,22.0,2,assumed,44.1,yes,,,,2026
b1208875697,-32.915594,151.7237867,141.5,1,assumed,141.5,house,,,,2026
b1208875698,-32.9155261,151.7238906,39.9,2,assumed,79.9,garage,,,,2026
b1208875699,-32.9155277,151.723823,6.4,2,assumed,12.8,roof,,,,2026
b1208875701,-32.9156631,151.7238923,112.4,1,assumed,112.4,house,,,,2026
b1208875702,-32.915607,151.723925,20.4,2,assumed,40.7,roof,,,,2026
b1208875703,-32.9157059,151.7238457,7.8,2,assumed,15.6,roof,,,,2026
b1208875704,-32.9155779,151.7240098,27.5,2,assumed,54.9,shed,,,,2026
b1208875705,-32.9155834,151.7240571,9.7,2,assumed,19.4,shed,,,,2026
b1208875706,-32.9157056,151.7240203,185.0,1,assumed,185.0,house,,,,2026
b1208875707,-32.9156319,151.7241225,22.2,2,assumed,44.4,yes,,,,2026
b1208875708,-32.9157384,151.7240689,11.6,2,assumed,23.1,roof,,,,2026
b1208875709,-32.9157638,151.7240918,24.8,2,assumed,49.5,garage,,,,2026
b1208875710,-32.915842,151.7242078,80.0,1,assumed,80.0,house,,,,2026
b1208875711,-32.9158066,151.7241344,64.1,2,assumed,128.3,yes,,,,2026
b1208875712,-32.9157573,151.7242883,223.3,1,assumed,223.3,house,,,,2026
b1208875713,-32.9160463,151.7246805,145.8,1,assumed,145.8,house,,,,2026
b1208875714,-32.9161131,151.7245478,118.0,1,assumed,118.0,house,,,,2026
b1208875715,-32.9161453,151.7244748,20.2,2,assumed,40.3,garage,,,,2026
b1208875716,-32.9161679,151.7245595,12.7,2,assumed,25.4,yes,,,,2026
b1209531626,-32.9161436,151.7225642,9.4,2,assumed,18.7,roof,,,,2026
b1209531628,-32.9162547,151.7226608,168.6,1,assumed,168.6,house,,,,2026
b1209531629,-32.9163211,151.7226223,23.4,2,assumed,46.8,roof,,,,2026
b1209531630,-32.9162886,151.7225542,11.7,2,assumed,23.3,roof,,,,2026
b1209531631,-32.9162281,151.7227189,12.6,2,assumed,25.1,roof,,,,2026
b1209531632,-32.9163087,151.7224878,29.8,2,assumed,59.6,garage,,,,2026
b1209531633,-32.9163667,151.7225119,37.2,2,assumed,74.4,garage,,,,2026
b1209531634,-32.9164306,151.7224788,44.5,2,assumed,89.1,garage,,,,2026
b1209531635,-32.9163876,151.7228257,273.2,1,assumed,273.2,house,,,,2026
b1209531636,-32.9164582,151.7226881,4.5,2,assumed,9.0,shed,,,,2026
b1209531637,-32.9165258,151.722859,63.4,2,assumed,126.8,garage,,,,2026
b1209531638,-32.9165099,151.7229593,20.2,2,assumed,40.4,shed,,,,2026
b1209531639,-32.916418,151.723019,145.2,1,assumed,145.2,house,,,,2026
b1209531640,-32.9163601,151.7229783,13.9,2,assumed,27.8,roof,,,,2026
b1209531641,-32.9163886,151.723087,12.5,2,assumed,25.0,roof,,,,2026
b1209531642,-32.9164349,151.7229469,29.6,2,assumed,59.2,roof,,,,2026
b1209531643,-32.9165626,151.7226484,132.5,1,assumed,132.5,house,,,,2026
b1209531644,-32.9165296,151.722594,35.6,2,assumed,71.3,roof,,,,2026
b1209531645,-32.9165774,151.7226978,12.1,2,assumed,24.3,roof,,,,2026
b1209531682,-32.9167049,151.7224869,9.4,2,assumed,18.8,roof,,,,2026
b1209531686,-32.9169833,151.7227869,173.5,1,assumed,173.5,house,,,,2026
b1209531687,-32.9170346,151.7226675,202.0,1,assumed,202.0,house,,,,2026
b1209531688,-32.916951,151.7227019,15.3,2,assumed,30.6,roof,,,,2026
b1209531689,-32.917019,151.7228648,129.2,2,assumed,258.4,yes,,,,2026
b1209531692,-32.9166317,151.723514,136.1,1,assumed,136.1,house,,,,2026
b1209531693,-32.9166586,151.7234582,46.2,2,assumed,92.5,yes,,,,2026
b1209531694,-32.916555,151.7235276,27.1,2,assumed,54.2,yes,,,,2026
b1209533537,-32.9164057,151.723975,158.9,1,assumed,158.9,house,,,,2026
b1209533538,-32.9163379,151.7240968,154.3,1,assumed,154.3,house,,,,2026
b1209533539,-32.9162494,151.7242482,154.2,1,assumed,154.2,house,,,,2026
b1209533540,-32.9162379,151.7244265,202.2,1,assumed,202.2,house,,,,2026
b1209533541,-32.9161457,151.7243617,63.3,2,assumed,126.5,yes,,,,2026
b1209533542,-32.9163373,151.7243681,28.9,2,assumed,57.7,shed,,,,2026
b1209533543,-32.9163776,151.724286,34.5,2,assumed,69.0,shed,,,,2026
b1209533544,-32.9164569,151.7243832,116.1,1,assumed,116.1,house,,,,2026
b1209533545,-32.9164124,151.7245421,116.4,1,assumed,116.4,house,,,,2026
b1209533546,-32.916638,151.7241901,118.4,1,assumed,118.4,house,,,,2026
b1209533547,-32.9166998,151.7243113,119.1,1,assumed,119.1,house,,,,2026
b1209533548,-32.9165758,151.7242322,43.0,2,assumed,86.1,garage,,,,2026
b1209533549,-32.9166375,151.7243549,43.3,2,assumed,86.6,garage,,,,2026
b1210125261,-32.9169082,151.7238857,133.4,1,assumed,133.4,house,,,,2026
b1210125262,-32.9170092,151.7240934,75.6,2,assumed,151.1,shed,,,,2026
b1210125263,-32.917133,151.7242709,7.2,2,assumed,14.3,shed,,,,2026
b1210125264,-32.9170169,151.7238172,111.9,1,assumed,111.9,house,,,,2026
b1210125265,-32.9171038,151.7237644,117.0,1,assumed,117.0,house,,,,2026
b1210125266,-32.9170707,151.723699,21.1,2,assumed,42.2,roof,,,,2026
b1210125267,-32.9171443,151.7238421,45.7,2,assumed,91.4,roof,,,,2026
b1210125268,-32.91719,151.7239636,47.8,1,assumed,47.8,house,,,,2026
b1210125269,-32.9172353,151.7239288,28.0,2,assumed,56.0,shed,,,,2026
b1210125270,-32.9172051,151.7237006,136.2,1,assumed,136.2,house,,,,2026
b1210125271,-32.9172306,151.7237921,21.9,2,assumed,43.9,roof,,,,2026
b1210125272,-32.9173204,151.7238715,52.2,2,assumed,104.3,shed,,,,2026
b1210125273,-32.9172853,151.723593,31.5,2,assumed,63.0,shed,,,,2026
b1210125274,-32.917327,151.7236442,16.9,2,assumed,33.8,shed,,,,2026
b1210125275,-32.917422,151.7234702,130.8,1,assumed,130.8,house,,,,2026
b1210125276,-32.9173591,151.7234813,23.3,2,assumed,46.6,roof,,,,2026
b1210125277,-32.9174719,151.7235675,123.3,1,assumed,123.3,house,,,,2026
b1210125278,-32.9174019,151.7236174,26.2,2,assumed,52.5,roof,,,,2026
b1210125279,-32.9174147,151.7236722,26.1,2,assumed,52.1,shed,,,,2026
b1210125280,-32.9173581,151.7237092,24.4,2,assumed,48.9,garage,,,,2026
b1210125281,-32.9173067,151.7237127,25.4,2,assumed,50.8,shed,,,,2026
b1210125282,-32.9175278,151.7236799,116.8,1,assumed,116.8,house,,,,2026
b1210125283,-32.9174688,151.7237149,17.1,2,assumed,34.3,roof,,,,2026
b1210125284,-32.9175812,151.7236734,12.9,2,assumed,25.7,roof,,,,2026
b1210125285,-32.9174198,151.7237965,50.9,2,assumed,101.9,garage,,,,2026
b1210125286,-32.9176009,151.7237874,95.5,1,assumed,95.5,house,,,,2026
b1210125287,-32.9176532,151.7237804,14.8,2,assumed,29.7,roof,,,,2026
b1210125288,-32.9175466,151.7238333,51.8,2,assumed,103.6,roof,,,,2026
b1210125289,-32.917455,151.7239401,35.1,2,assumed,70.1,shed,,,,2026
b1210125290,-32.9176598,151.7239099,118.4,1,assumed,118.4,house,,,,2026
b1210125291,-32.9176016,151.7239371,16.8,2,assumed,33.7,roof,,,,2026
b1210125292,-32.917533,151.7240712,37.0,1,assumed,37.0,house,,,,2026
b1210125293,-32.9175128,151.7240425,21.0,2,assumed,41.9,roof,,,,2026
b1210125294,-32.9176024,151.7241847,31.6,2,assumed,63.3,garage,,,,2026
b1210125295,-32.9175661,151.7242104,9.4,2,assumed,18.7,shed,,,,2026
b1210125296,-32.9175385,151.7241307,4.7,2,assumed,9.3,shed,,,,2026
b1210125297,-32.9174606,151.7244138,158.6,1,assumed,158.6,house,,,,2026
b1211030397,-32.9168852,151.7243626,294.9,2,assumed,589.8,residential,,,,2026
b1211030398,-32.9169848,151.7243525,92.2,2,assumed,184.5,shed,,,,2026
b1211030399,-32.9167825,151.7242418,42.8,2,assumed,85.7,shed,,,,2026
b1211030400,-32.916884,151.7241857,41.8,2,assumed,83.5,shed,,,,2026
b1211030401,-32.917156,151.7246545,179.5,1,assumed,179.5,house,,,,2026
b1211030402,-32.9170816,151.7246121,49.2,2,assumed,98.4,roof,,,,2026
b1211030403,-32.9170418,151.7245495,37.5,2,assumed,75.1,garage,,,,2026
b1211030404,-32.9170461,151.7247243,149.7,1,assumed,149.7,house,,,,2026
b1211030405,-32.9169801,151.7247176,15.6,2,assumed,31.2,roof,,,,2026
b1211030406,-32.9172223,151.724568,141.1,1,assumed,141.1,house,,,,2026
b1211030407,-32.9172996,151.724606,75.1,2,assumed,150.3,yes,,,,2026
b1211030408,-32.91726,151.7246672,17.7,2,assumed,35.3,roof,,,,2026
b1211030409,-32.9172217,151.7244415,30.2,2,assumed,60.4,shed,,,,2026
b1211030411,-32.9173772,151.7245456,134.3,1,assumed,134.3,house,,,,2026
b1211030412,-32.9173183,151.7244746,85.3,2,assumed,170.7,roof,,,,2026
b1211030413,-32.9172585,151.7244226,23.6,2,assumed,47.3,shed,,,,2026
b1211030414,-32.9173366,151.724278,63.5,2,assumed,127.1,shed,,,,2026
b1211030415,-32.91726,151.7242669,29.5,2,assumed,58.9,shed,,,,2026
b1211031541,-32.9167383,151.7274991,389.8,2,assumed,779.5,roof,,,,2026
b1211031544,-32.9170338,151.7272066,118.7,2,assumed,237.5,yes,,,,2026
b1211031545,-32.91705,151.7273703,106.4,2,assumed,212.8,yes,,,,2026
b1211651718,-32.9162885,151.7250582,115.6,1,assumed,115.6,house,,,,2026
b1211651719,-32.916185,151.7250992,115.6,1,assumed,115.6,house,,,,2026
b1211651720,-32.9162439,151.725091,14.5,2,assumed,29.0,roof,,,,2026
b1211651721,-32.9162746,151.7249758,12.2,2,assumed,24.4,roof,,,,2026
b1211651722,-32.9162103,151.7249464,31.9,2,assumed,63.8,garage,,,,2026
b1211651723,-32.9161951,151.72489,13.0,2,assumed,25.9,roof,,,,2026
b1211651724,-32.9161072,151.7250015,19.6,2,assumed,39.2,garage,,,,2026
b1211651725,-32.9160842,151.7250249,6.9,2,assumed,13.9,shed,,,,2026
b1211651726,-32.9160769,151.7251584,96.2,1,assumed,96.2,house,,,,2026
b1211651727,-32.916014,151.7251913,15.5,2,assumed,30.9,garage,,,,2026
b1211651728,-32.9159821,151.7252198,28.7,2,assumed,57.4,roof,,,,2026
b1211651729,-32.9161687,151.7250124,16.7,2,assumed,33.3,roof,,,,2026
